,drg0_prime_mean_kJ_mol,drg0_prime_std,adjusted_drg0_prime,driving_force_kJ_mol,driving_force_shadow_price,flux
ADSS,-7.201337183171485,2.132881548959369,-11.159132206504768,-33.397051506705985,-2.603481003976085e-11,0.11175400579841602
ASNS2,-31.93719233992353,3.563898932730688,-30.645111951337277,-84.0545946940569,-9.098872719959362e-12,0.0901022535470106
ASPCT,-22.925011990612784,2.9318707535840582,-18.16561736376279,-36.34179412327813,-2.3492812212214617e-11,0.12364553716821212
MCOATA,9.337677216374436,1.59701121075709,6.376231523416536,-6.79884821335304,-1.1473472814529217e-09,0.9020638948212166
DAPE,-1.6526074298638112,2.931870753584056,-0.5374670023494845,-10.364419119139406,-1.6937863190186047e-10,0.1386544184978948
DHDPRy,-18.51619950121769,3.9391747710777167,-15.428416781151007,-13.746179418663052,-9.366289516695559e-11,0.1386544184978948
HSK,-41.84905070105419,4.491288355819967,-31.65589989785878,-51.69920319369902,-1.5566521428321546e-11,0.20341867215506798
SDPTA,-1.1727043932019643,2.9318707535840467,-1.8350692197645522,-13.092931614444321,-1.0251472735421346e-10,-0.1386544184978948
THRS,-29.691230538026925,2.8092824173653956,-30.4018163102486,-47.444262681175424,-1.717171160143885e-11,0.20341867215506798
HSST,-29.196241305137136,5.452876154145601,-26.036653642121998,-42.78894197919599,-1.9355406502624663e-11,0.05744520934486266
PPNDH,-61.78177160255919,11.317291926000584,-39.835785413089326,-50.71039363717672,-1.591232194820364e-11,0.06924890171698127
DTMPK,-2.326793088855694,2.931870753584062,-2.325792618905094,-25.092627796996997,-3.746668166228931e-11,0.009780405161938475
NDPK1,-2.1632799430633853,1.332575434711222,1.8249454791556161,-17.187387268086244,-6.437616856957067e-11,0.28421148708083677
TRDR,-3.8606555887032,1.4734461038033018,-4.03465899942099,-11.268121722046578,-1.3927122082451288e-10,0.1316493518793865
DDPA,-74.23897251962109,2.3508607107719306,-76.53022228980579,-89.90709134883355,-8.462928629331365e-12,0.14203902328048873
MALS,-40.97608976438679,2.0817586174389335,-40.103030994766144,-52.13280175320564,-1.5419819880959853e-11,1.1047398602172551
NADTRHD,-0.313020936045943,0.33576292404529984,-0.38818151981681837,-0.0,,0.0
G3PD2,20.036644655571468,0.8053510709883477,19.925493463231767,-11.648565825384528,-1.2959114819728592e-10,-0.05196629858801431
GMPS2,-1.6143098946486134e-07,67656.96475850974,-0.00526448117913958,-46.93237156479589,-1.7387366288803825e-11,0.09066442313210407
P5CR,-9.474892918314794,6.029368087295345,-6.438195929873512,-12.307741196133467,-1.1564907013530245e-10,0.08262659417076779
AKGDH,-28.90329547062029,3.884974299684982,-28.704838632714115,-15.590079333494684,-7.531190928881829e-11,3.2579832703874487
ATPPRT,-38.55768860311099,5.077037769398501,-52.72344853550932,-71.65924320812029,-1.08214216816556e-11,0.0354114508993246
HISTD,-23.371544504808615,2.2415883556743212,-27.685952511688537,-72.98282288895376,-1.0606877761950975e-11,0.0354114508993246
DHDPS,-130.59541464377398,6.217347477050016,-125.39719782018528,-100.67637118845552,-7.49846911504706e-12,0.1386544184978948
IGPDH,-42.02433251451435,1.947905958690577,-40.980306063530286,-39.85798444502842,-2.1039961983948357e-11,0.0354114508993246
PRPPS,-3.834019867379797,2.024275520555874,-1.5501318349924205,-17.380117905069856,-6.326793945664041e-11,0.34816238899787477
PRATPP,-56.86468553301194,2.5552196465729087,-54.209692451408365,-66.71740028829387,-1.1704843573436697e-11,0.0354114508993246
GLUN,-14.448119756944626,0.8598395736154263,-13.445842853516453,-0.0,,0.0
PRMICI,-9.77860710150586,1.3482617167971542,-9.69255486039216,-9.811790082847443,-1.9516753686187906e-10,0.0354114508993246
GLUPRT,-70.0879690388357,2.72337521655249,-67.3324553078623,-81.10767755583106,-9.456710495731163e-12,0.1670069780311955
SERAT,-6.19970017924708,2.9318707535840414,-6.161532805109605,-30.95485835816878,-2.8601280939322263e-11,0.09189155261871432
CYSS,-50.852271424810255,5.237531617134726,-50.81778960836675,-53.04598045025866,-1.5119178189165503e-11,0.09189155261871432
BPNT,-7.080044146709059,3.1260416564365787,-2.192360561095594,-32.54320244515913,-2.6877686737160004e-11,0.09189155261871432
PAPSR,-51.47528106964789,6.272417262701619,-50.72431837027581,-58.61242326803569,-1.3513887929555227e-11,0.09189155261871432
ASPK,20.92345105459024,2.9318707535841035,14.095221109161407,-6.1810618381407645,-0.008960169161277782,0.3995182999978255
ASAD,-28.080321224836517,1.6927163688108917,-27.094107728312707,-6.181061838138585,-0.0089441551704593,-0.3995182999978255
DAPDC,-11.824331792401557,3.733838386328786,-19.109526452271695,-23.886631656843758,-4.0019121255001e-11,0.12826773736054303
OCBT,-31.78746484671326,2.9318707535840383,-33.31182228391601,-48.75350154739893,-1.6643582074800747e-11,0.11056201191088075
GARFT,-0.6955807698357787,5.595464134286743,4.5016857637406416,-6.2076161093993925,-2.662192136311936e-08,0.1670069780311955
PHETA1,-0.4072137719835521,2.07314569142181,0.9795056860118834,-27.007614273401547,-3.4022175788586043e-11,-0.06924890171698127
PPND,-10.957663451905455,11.28822052398204,7.8566176044816896,-24.778294901133872,-3.810014259684896e-11,0.05154317626731896
PRAMPC,-44.41041762180828,59929.53645543112,14.590543815502127,-7.341654039473653,-6.106441220920175e-10,0.0354114508993246
GLYCK2,-13.09071836666254,0.7073330661728003,-11.974018468302948,-0.0,,0.0
ACOTA,-3.76788502774095,3.371282446943058,-10.780061634396517,-12.645108689461104,-1.0961546111189816e-10,-0.11056201191088075
SULR,-99.3233367039054,4.694120658044252,-102.073470321515,-69.6072451784887,-1.117135802482636e-11,0.09189155261871432
PRAGSr,-27.88756718402952,2.3158934766187227,-26.06359881055692,-63.48745288809725,-1.2364340166809573e-11,0.1670069780311955
PRFGS,11.249863552814007,48207.299067169064,59.681443319573106,-6.194990616135437,-5.043560135500728e-08,0.1670069780311955
PSERT,-11.06679923779108,0.37616354074759,-11.072147699448205,-21.024665440924913,-4.7736271965000904e-11,0.6621976453772668
AIRC2,-59.120577378772495,5.984946507606801,-44.42782089026312,-70.4653954696252,-1.1022098368621538e-11,0.1670069780311955
GAPD,-1.8293512028185996,0.405626339133743,-1.7717293186151402,-6.181061838109281,-0.062115504499776666,-0.8966596160637967
GND,10.39617020138882,3.176340259903543,6.952093797013566,-0.0,,0.0
G6PDH2r,-9.361772644464764,1.3215711000419956,-10.099979544603311,-0.0,,0.0
ME2,12.335045888567802,3.137103713307992,8.920665021797536,-0.0,,0.0
ARGSL,-8.66875353522916,4.887377162098045,-6.602320284156038,-18.66194594084847,-5.6771628382976905e-11,0.11056201191088075
CBPS,-22.55555221892623,2.6451517260838604,-19.32849516726036,-85.18621349919573,-8.968484277885833e-12,0.23420754907909286
GLU5K,29.490267285826825,2.301329657863792,32.25171968797497,-8.575459683610895,-2.959464273502808e-10,0.08262659417076779
IPPS,-28.792421207804004,1.3471437168918416,-28.054228266488323,-40.71832727729741,-2.051589000995547e-11,0.1684008147219026
ACOATA,8.549271846991244,1.4915716358035431,6.3679176024149236,-0.0,,0.0
ACtex,0.0965784367579374,0.0,0.0965784367579374,0.0,,0.0
ACALDtex,-1.2610026914217087e-05,0.0,-1.2610026914217087e-05,-0.0,,0.0
PSP_L,-10.483161829173165,0.2767919181055284,-10.465197678721793,-18.577498026902614,-5.716029915719201e-11,0.6621976453772668
ADSK,-19.14058578613192,5.948700718733848,-23.18322382306919,-50.447480736332196,-1.6006512326843702e-11,0.09189155261871432
SUCCt2_2pp,-10.53624563349993,0.0,-10.53624563349993,-0.0,,0.0
HSDy,-16.73427555195978,1.6964123937929358,-17.474033383636744,-9.892398955306616,-1.9092243329218718e-10,0.26086388149993067
CYSTL,0.7145040846975489,2.713645647767074,-2.833318041857968,-16.98028918359945,-6.561211479883687e-11,0.05744520934486266
SHSL1,-67.24290961703976,5.574564822040363,-66.22203892717634,-79.66846396544953,-9.641913681829952e-12,0.05744520934486266
SULabcpp,-15.892620863101072,0.3042778552991028,-15.774707087569748,-0.0,,0.0
GLUtex,0.0956230169288687,0.0,0.0956230169288687,0.0,,0.0
AKGt2rpp,2.9186076582930696,0.0,2.9186076582930696,-0.0,,0.0
XYLt2pp,-13.48641958512627,0.0,-13.48641958512627,-0.0,,0.0
GLYCtex,-2.5285233164140664e-05,0.0,-2.5285233164140664e-05,-0.0,,0.0
Htex,-0.1558340809305249,0.0,-0.1558340809305249,-6.181061838093545,-0.12513585833615665,6.5664472162912375
PYRt2rpp,-5.282781047833595,0.0,-5.282781047833595,-0.0,,0.0
THD2pp,-13.170270938291113,0.33576292404529984,-13.095110354530531,-6.222959098048825,-1.6877245820269394e-08,2.221284075413147
TKT2,-10.590295310922627,1.921333284329632,-9.99110031432331,-6.181061838121469,-0.027097180033067887,-0.21570616428315026
ATPS4rpp,-21.63803342067684,0.3042778552991028,-21.755947196193357,-6.181061838105416,-0.03178553831234126,43.678499611664016
GK1,-0.0903963362385293,1.1969312230116889,-0.11189621386256832,-23.824588114463936,-4.015950536239244e-11,0.09066442313210407
GLCNtex,0.0964576683234099,0.0,0.0964576683234099,0.0,,0.0
GLNtex,-0.0005718147948527,0.0,-0.0005718147948527,-0.0,,0.0
O2tex,0.0,0.0,-0.0,-23.7509863788202,-4.032472893501902e-11,13.882971404556184
D_LACtex,0.0964885505821655,0.0,0.0964885505821655,-11.082004038357091,-1.445543544662385e-10,10.0
GLCtex_copy1,-4.866104734446708e-05,0.0,-4.866104734446708e-05,-0.0,,0.0
FUMt2_2pp,-10.563500045881623,0.0,-10.563500045881623,-0.0,,0.0
PItex,0.2013162532615382,0.0,0.2013162532615382,-13.325057062437299,-9.917334495430664e-11,0.36015222528844504
CYTBDpp,-133.13970333001333,12.807069168615158,-133.1397033784244,-0.0,,0.0
CYTBD2pp,-348.62642533534904,10.233829555523304,-353.03703199974683,-0.0,,0.0
ACt2rpp,-5.279041529494435,0.0,-5.279041529494435,0.0,,0.0
METS,0.1734286555275674,5.078043750050318,-6.378559116245571,-14.935870298226714,-8.093385569319737e-11,0.05744520934486266
FRUtex,-3.9444440119496e-05,0.0,-3.9444440119496e-05,-0.0,,0.0
FUMtex,0.1929947932815139,0.0,0.1929947932815139,0.0,,0.0
PRASCSi,-83.4229913052074,5.2107880976856435,-64.24901586850508,-88.05874018577933,-8.653666670605327e-12,0.1670069780311955
MTHFC,-5.150906649697693,0.9155240220012852,-4.939715255953984,-6.181061838118892,-0.01828628288218516,0.36942540696171555
MTHFD,3.790336213144419,1.1400859908807528,2.3905366695185144,-6.181061838116388,-0.018296397025924577,0.36942540696171555
XYLtex,-3.2608912988507655e-05,0.0,-3.2608912988507655e-05,-0.0,,0.0
FORtppi,-8.203085505435638,0.0,-8.203085505435638,-17.719451076582217,-6.140590951785304e-11,0.0005001216122706444
PYRtex,0.0964785299923676,0.0,0.0964785299923676,0.0,,0.0
SO4tex,0.1929708448022602,0.0,0.1929708448022602,-11.590636294328645,-1.309695736896124e-10,0.09351302313742138
SUCCtex,0.1937278930494415,0.0,0.1937278930494415,0.0,,0.0
GRXR,-23.35816464169747,100000.00014089956,-49.4389789240789,-0.0,,0.0
RNDR1b,-13.757971239580954,100000.00018692225,6.8365079684841525,0.0,,0.0
RNDR2b,-9.600193314748893,100000.00016706038,16.330640814804404,0.0,,0.0
MALt2_2pp,-10.556691653860014,0.0,-10.556691653860014,-0.0,,0.0
NH4tex,-0.0979154621233817,0.0,-0.0979154621233817,-23.848901840943583,-4.010126611274326e-11,4.033228499458766
RIBabcpp,-32.301085322020924,0.3042778552991028,-32.1831715464896,-0.0,,0.0
GLYCAt2rpp,-5.283161514993793,0.0,-5.283161514993793,-0.0,,0.0
GLYCAtex,0.0964780030002998,0.0,0.0964780030002998,0.0,,0.0
GLNabcpp,-32.453816793604915,0.3042778552991028,-32.335903018073594,-0.0,,0.0
CO2tex,0.0,0.0,-0.0,-23.7509863788202,-4.032468101280334e-11,-14.678500425172519
GLUt2rpp,-5.534822346846056,0.0,-5.534822346846056,0.0,,0.0
ACGK,25.715717685648983,3.080175450758009,26.938176998917303,-9.102558158993626,-2.4254290802729233e-10,0.11056201191088075
GNK,-14.418661193906592,3.206739218403203,-16.140734329061402,-0.0,,0.0
GLUDy,31.30429804519228,0.37462137509084287,31.36888613776458,-6.18106183813703,-0.009032132150134953,-3.214821718453342
GLCNt2rpp,-5.285129317189046,0.0,-5.285129317189046,-0.0,,0.0
GLCptspp,-45.699799319943246,0.603560526334285,-45.88830228576496,-0.0,,0.0
HSTPT,9.726947287600938,2.931870753584051,9.727835592934806,-18.59258855879096,-5.708917720475459e-11,0.0354114508993246
THDPS,26.480196009652367,5.19893876668656,21.185164287597807,-10.931997821173745,-1.491441557669703e-10,0.1386544184978948
ATPM,-32.295134076671495,0.3042778552991028,-32.17722030115818,-79.32901598594597,-9.686400953146879e-12,6.86
THRD_L,-23.69998304729297,4.155707806738213,-25.734707532988377,-23.843104735142624,-4.011776653328611e-11,0.10859479214602244
ETOHtex,-1.891504038553649e-05,0.0,-1.891504038553649e-05,-0.0,,0.0
RNDR2,-39.90207413682997,3.0388112245542542,-40.29658488815471,-26.772082428352814,-3.441117928358753e-11,0.010098494468397607
DHFR,-16.27441313200575,2.393580771885134,-23.47963001507142,-19.10296778475971,-5.483331483085267e-11,0.0097804051619384
PRAIi,-9.784245334924696,1.3482617167971542,-9.698193093813126,-17.161851912021273,-6.45268220991354e-11,0.021246945296188518
TYRTA,-0.0395041723156083,2.0731456914217934,-0.017353657112213483,-24.660999803824915,-3.8342106905825954e-11,-0.05154317626731896
SHKK,-28.03768502695164,2.839955125935623,-29.77297294111542,-50.59552219156888,-1.595331201632532e-11,0.14203902328048873
GLUSy,-45.7524178021369,0.9436721036761713,-44.814728991288355,-0.0,,0.0
IG3PS,-44.41041669329849,59929.53647265608,-44.60606253873243,-56.03355266548817,-1.4213184249423284e-11,0.0354114508993246
PDH,-34.42528130971617,3.2226667059154863,-40.22586492179131,-44.94228311895196,-1.8279918312470066e-11,7.09202768494496
MTHFR2,-37.569138402504784,4.1827381217592166,-35.43945211917535,-15.365484699986553,-7.714807663649939e-11,0.05744520934486266
DUTPDP,-48.326632386807326,2.5552196465729082,-45.67163930520225,-66.61241971058725,-1.1724991660152612e-11,0.009780405161938475
NTP5,-32.59931843841976,2.3157017774368485,-29.044892088114807,-0.0,,0.0
FORt2pp,-5.280206368901467,0.0,-5.280206368901467,-0.0,,0.0
GLNS,-17.847014319726842,0.8271014678754464,-18.731377447493557,-67.27123878278577,-1.159825991452799e-11,0.9092285667673945
ACGS,-27.832736372825867,3.384861906453407,-27.934025039074243,-50.351776437052806,-1.6041494455560623e-11,0.11056201191088075
SUCOAS,-1.669855608202678,1.3334281242437631,2.326974866146223,-6.181061838107455,-0.03959463701363544,-3.061883642544691
PRAIS,11.249864333663378,48207.29953817926,-39.134195816864434,-75.51216187002487,-1.0219773356056996e-11,0.1670069780311955
HISTP,-23.00616131377801,2.1802104300092178,-19.241517386383162,-37.648692855386074,-2.251713574279759e-11,0.0354114508993246
LDH_D,17.681782395873885,2.0731456914217974,17.68240894282656,-9.86860415337795,-1.9211161104476283e-10,10.0
KAS15,20.667801865213985,3.3112817767183604,13.979513767995249,-11.446536381965261,-1.345725872086255e-10,0.1330218829408647
T2DECAI,-1.3387607395998202e-06,0.0,-1.3387607395998202e-06,-7.811455229298067,-4.3462536114028893e-10,0.056227424432472715
3OAS161,12.114701851345757,3.198489611869459,7.607767998379222,-12.23457164858171,-1.1704961944964167e-10,0.056227424432472715
DHQS,-151.0065016876821,6.264636668205325,-163.14372583229422,-172.1759273596975,-4.268653986331978e-12,0.14203902328048873
EAR161x,-53.3083596022022,1.4001991248858519,-50.98045220252983,-27.40287053720123,-3.338799902489779e-11,0.056227424432472715
EAR161y,-53.62138053824814,1.417822942288588,-51.36863372200262,-0.0,,0.0
PGCD,27.6380814385895,0.5640702980313602,26.746488223394493,-6.181061838109678,-0.0353521580131242,0.6621976453772668
MALtex,0.1931851673308529,0.0,0.1931851673308529,0.0,,0.0
3OAS141,12.12316918670646,3.198489611869459,7.616235333742905,-11.982769922315011,-1.221321996075253e-10,0.056227424432472715
3OAR121,-13.036748836689211,1.0110966471913134,-11.928998878963299,-8.2903092177437,-3.3595155884142993e-10,0.056227424432472715
ADSL1r,17.020170977781344,1.376970906760912,16.690407689876345,-8.313825313062093,-3.322492377146649e-10,0.11175400579841602
AICART,15.17040675307394,3.7494189767772603,-8.059506193358288,-6.181061838118771,-0.018252173998112558,0.2024184289305201
D_LACt2pp,-5.282731506024106,0.0,-5.282731506024106,-10.792129851253701,-1.536420522240361e-10,10.0
RIBtex,-4.211885732274823e-05,0.0,-4.211885732274823e-05,-0.0,,0.0
FRUpts2pp,-43.16564627555245,0.7242396459003879,-43.52834040440474,-0.0,,0.0
FORtex,0.0965386480054277,0.0,0.0965386480054277,-14.331159455679046,-8.692787693253863e-11,-0.0005001216122706444
PFK,-21.71169198484767,0.6745708486005005,-21.410654312447186,-0.0,,0.0
