glucose_g_gDW,acetate_g_gDW,fumarate_g_gDW,glycerol_g_gDW,pyruvate_g_gDW,fructose_g_gDW,succinate_g_gDW,xylose_g_gDW,glucose_chemostat_mu_0_5_g_gDW,glucose_chemostat_mu_0_12_g_gDW,glucose_chemostat_mu_0_20_g_gDW,glucose_chemostat_mu_0_35_g_gDW,glucose_MG1655_g_gDW,paxDB_g_gDW,enzyme
0.001370686002514589,0.0005641302070977843,0.0005396582234188926,0.0010377650578830002,0.001039294556862931,0.0013089962103240498,0.0007915157221141526,0.0009801539296389427,0.0008040066304502538,0.00042265155145419173,0.0005702482030175071,0.0007033146142714806,0.0008853249928832376,0.00025593616264174215,CPLX0-2401
0.0003806625705745599,0.00026983809365659246,0.00021890733975423444,0.00020182497509133176,0.0002427382929259382,0.0002972542344735968,0.0002579226170707406,0.00028850215875124544,0.00019792344735968114,0.0001226345068083693,0.00013296828296247094,0.00015774825639322483,0.0002736341746927931,6.959481899701095e-05,PURE-CPLX
0.0003437339507520045,0.00013964191749300185,0.00023882348453290315,0.0002703324300185036,0.00022450123658490295,0.0003279794780092043,0.0002671099242302035,0.0002774935539925037,0.00025314573248090333,9.488489265550126e-05,0.00012531966954500165,0.00016148334561370213,0.0004207160334725056,0.0001435805356787019,CTPSYN-CPLX
0.0003369631292404043,0.0001341309543578308,0.00020828465270199742,0.0002239877888219386,0.00015354177539498069,0.0002630275300090146,0.00023162125776913224,0.00020763035536366665,0.00021155613939365185,5.147139061536272e-05,6.695642762252698e-05,0.00010817715993737254,0.00039301460122408307,5.2998084404801436e-05,DIHYDROOROTOX-MONOMER
2.0388990368648282e-06,7.767234426151726e-07,7.475963135171037e-06,3.883617213075863e-07,9.709043032689658e-08,1.6408282725250466e-07,1.0679947335958625e-06,1.640828272524552e-07,1.7476277458841385e-06,9.709043032689658e-08,1.0097404753997244e-05,2.912712909806898e-07,1.6408282725245524e-07,1.6408282725245503e-07,G7164-MONOMER
0.001507397393224842,0.0011199954514280969,0.0016975470105446697,0.0015989208483062106,0.00158715064787446,0.0017858235137827964,0.0019834817072401194,0.0015305319251079374,0.0013949716856526072,0.0006412729890401858,0.0007202145057289935,0.0009842322774825639,0.001255149821903022,0.00019441124161408165,CPLX0-8299
5.39835484177065e-07,5.398354841771487e-07,5.398354841770637e-07,5.398354841770442e-07,5.398354841771487e-07,5.398354841770442e-07,5.398354841767307e-07,5.398354841771487e-07,5.398354841771487e-07,5.398354841770442e-07,5.398354841770637e-07,5.398354841770442e-07,5.398354841770442e-07,5.398354841770703e-07,GLY3KIN-MONOMER
0.0005420795255728993,0.0003161386360013284,0.00031807357115576216,0.0003819264312520757,0.0003777588786117568,0.0004911758468947193,0.00034352541049485216,0.0005127578159249418,0.0003201573474759216,0.00015658090634340747,0.00018992132746595812,0.00022995960104616402,0.0007464384461142477,9.942589870474925e-05,CPLX0-7521
0.001827521012240831,0.001051624104474071,0.0008931601983204441,0.0011962584333633818,0.0010879267447929022,0.0017817105375527828,0.0010141689993832142,0.0015610135337097316,0.0023201997022821086,0.0007372893379038761,0.0011616844902025904,0.001688937123404659,0.00173791687621578,0.0002982002597618257,GDHA-CPLX
1.1394292356597237e-05,2.0457934003890493e-05,4.7389897755847604e-05,1.4760787825591876e-05,1.683247734497319e-05,1.3465981875978553e-05,3.470079944963704e-05,1.4760787825591876e-05,2.4083390662807797e-05,6.499925867058878e-05,7.276809436826872e-05,6.163276320159415e-05,4.143379038762632e-06,3.9103139678322336e-05,SUCCORNTRANSAM-CPLX
0.0007953439572994257,0.0006502315636950229,0.000756078250794705,0.0006824550510983535,0.0013435700443137067,0.0009165554860748682,0.0007964109601935758,0.0008066541879774159,0.0010689234993594913,0.0005883453958343216,0.0005838639836788916,0.0007345247923328745,0.000301321617307966,0.000100468992513166,CYT-O-UBIOX-CPLX
0.00023550226550268064,9.1575532571049e-05,0.00016049159035915926,0.00019362130521421452,0.0001481460834084547,0.00023690871566162182,0.0001961216610523319,0.00020987361816197749,0.000128299508943398,4.4381316126583475e-05,4.9694572282582816e-05,7.360422498458035e-05,0.0002439409664563268,1.5174034492574838e-05,OROTPDECARB-CPLX
0.0010697436482896047,0.0015805428013948852,0.002105923115244105,0.0015888879940219197,0.0014049269345732312,0.001719017975755563,0.0027193406260378607,0.0013281695034872134,0.0019392026735303885,0.0007580369478578545,0.001100098140152773,0.0015154319578213218,0.0009684091663899035,0.00019313160079707738,NUCLEOSIDE-DIP-KIN-CPLX
4.017487071214996e-07,4.0174870712151077e-07,4.017487071214996e-07,4.017487071214996e-07,4.017487071216787e-07,4.017487071214996e-07,4.017487071216787e-07,4.017487071214996e-07,4.017487071214996e-07,4.017487071215066e-07,4.017487071214996e-07,4.017487071214996e-07,4.017487071214996e-07,4.017487071214996e-07,EG12045-MONOMER
0.0007172569260627704,0.0003160678274659596,0.0004663017840833608,0.0008203520114164745,0.0006721528262205248,0.0009441339395549705,0.00047172784120723995,0.0004934320697027595,0.0009916119393889075,0.0004876668840086351,0.0005595621409000331,0.0006643528691049483,0.00039406739862171935,0.0001905902564762536,ANTHRANSYN-CPLX
3.140451549136223e-05,0.00016793624609422983,0.00025916858580101923,0.00010711468628970367,0.0001362583503627046,6.308241122288513e-05,0.00023002492172801713,5.7697168948526013e-05,0.00014576171908216312,0.0006221972708842853,0.00043308023336708647,0.00030858610314219684,6.059031116568608e-06,0.00017078408892049385,ABC-46-CPLX
0.00024472325283484363,0.00010277913128054275,0.00013997428476538406,0.0001415965032974332,0.00012259337192200027,0.00018018212980974518,0.00015063457797599277,0.0001750837287090193,0.0001232886084357356,5.411257531906817e-05,6.848079660293212e-05,8.887440100583573e-05,0.00034182461925321437,2.352216871471272e-05,AROK-MONOMER
0.0003530594822792617,0.00021592479636570666,0.00014735745340892914,0.0003074310322389334,0.0005652442417564169,0.00045030044138160075,0.00014710811761635905,0.00011145309927883493,0.0002600572316506144,7.928878203729182e-05,9.549560855434833e-05,0.00012641324683304087,0.00015334151243061154,0.00011619047933766663,CHORISMUTPREPHENDEHYDROG-CPLX
0.002248433286740285,0.0010996225830538025,0.001397082497401195,0.0018008447008884087,0.0013234168759797408,0.0023589317188724675,0.001369807567950847,0.0015747192174111586,0.0013942850687396206,0.000580466447276652,0.0006688185691713713,0.0009408685065094652,0.001902950847035868,0.00019278945859349045,SULFITE-REDUCT-CPLX
0.0007086694303921336,0.0003821509377579826,0.0005084229453551263,0.0005293419574180386,0.0005073618360475873,0.0005928569288264459,0.0006363624104355458,0.0005810331393995825,0.00045354843545096545,0.0002648225657529534,0.0002910471243535607,0.00037608745600061676,0.0006219616412618019,0.00019675998302652177,CPLX0-8005
5.891727758931536e-06,5.891727758931533e-06,5.891727758931552e-06,5.891727758931537e-06,5.891727758931536e-06,5.891727758931474e-06,5.891727758931533e-06,5.891727758931536e-06,5.891727758931474e-06,5.891727758931533e-06,5.891727758931537e-06,5.891727758931533e-06,5.8917277589317896e-06,5.891727758931552e-06,EG10003-MONOMER
0.0015053382954998337,0.0006207998900578829,0.0006325216018527303,0.0008151098048109313,0.0005917210281052805,0.001528330884020496,0.0008162368924835126,0.0017068615713574035,0.001103869666526308,0.00037554561250415137,0.0004584992652061488,0.0006000614768823834,0.0014690460724427097,0.0001783052698023912,AROG-CPLX
0.00025829251265004505,9.380272832945864e-05,0.00011088822527518146,0.00013199383914930965,0.00016683485252882285,0.00020770604130094413,0.00013433890735754613,0.00013098880991720832,0.00015309945302343785,5.661664674170896e-05,7.068705599112776e-05,0.00010117294269820182,0.0001909555540992551,5.661664674170896e-05,PRPPAMIDOTRANS-CPLX
1.85443858234094e-06,4.63609645585235e-07,9.2721929117047e-07,1.5067313481520137e-06,5.795120569815437e-07,6.258730215400673e-06,5.447413335626512e-06,6.954144683778526e-06,6.954144683778525e-07,1.1590241139630875e-07,1.1590241139630875e-07,4.63609645585235e-07,1.9007995468994636e-06,1.9007995468994608e-06,GLUCONOKINII-CPLX
0.008049132514114913,0.010063989277411397,0.007505437206433554,0.006447972576742421,0.010211225126915595,0.007171942022109409,0.0063948240261896844,0.007851860416567822,0.0031565929686388004,0.005606453859657447,0.004397683446410779,0.003350992171561418,0.004970825923992978,0.00028585301513498124,CPLX0-7533
6.89169473834037e-05,2.2972315794468323e-05,3.2390965270201816e-05,3.8134044218816825e-05,3.124234948047635e-05,5.834968211794849e-05,4.2958230535654976e-05,5.0768817905774344e-05,3.928266000854011e-05,1.5161728424348991e-05,1.5850897898182644e-05,2.7107332637471546e-05,5.6741620012335714e-05,3.193151895431038e-05,AROH-CPLX
0.009558038428851784,0.005045458380560418,0.005580502818204999,0.006955241286650785,0.005094080882285334,0.013945082824697785,0.006150976206650829,0.012597699641562645,0.00615783554034,0.003722690031238092,0.0035710052203389146,0.003969133747372009,0.009490889162210421,0.0014804624616496721,ENOLASE-CPLX
0.009763745802035394,0.007267393101532476,0.007522222501945248,0.008372304119015989,0.0068645431785832895,0.011232245944892538,0.006781876033377616,0.009965658475281112,0.007542462540446933,0.005211687986240926,0.005202909174360677,0.006574842386535085,0.007404196253333017,0.001370226220975471,PGK
1.3642182236561176e-05,1.3642182236561208e-05,1.3642182236561176e-05,1.364218223656118e-05,1.3642182236561208e-05,1.364218223656118e-05,1.3642182236561176e-05,1.3642182236561171e-05,1.3642182236561181e-05,1.3642182236561158e-05,1.3642182236561176e-05,1.364218223656118e-05,1.364218223656118e-05,1.364218223656118e-05,CPLX0-7530
7.306042608056193e-07,7.306042608056967e-07,7.306042608056967e-07,7.306042608056193e-07,7.306042608055727e-07,7.306042608056348e-07,7.306042608056348e-07,7.306042608056193e-07,7.306042608055727e-07,7.306042608056348e-07,7.306042608055727e-07,7.306042608056193e-07,1.9082947110594486e-06,7.306042608056173e-07,GNTT-MONOMER
7.630530910471129e-05,2.1406260378611756e-05,3.3784029985292014e-05,3.553147981211747e-05,3.78614129145514e-05,8.606190397115337e-05,3.757017127674716e-05,8.606190397115337e-05,2.635736822128386e-05,9.90221568534422e-06,1.0630319779854816e-05,1.5581427622526922e-05,8.606190397115337e-05,8.606190397115337e-05,RIBULP3EPIM-MONOMER
9.938559507995398e-07,1.9877119015988988e-07,7.950847606395595e-07,0.0,0.0,5.664978919558602e-07,0.0,5.664978919556681e-07,1.9877119015988988e-07,0.0,0.0,0.0,5.664978919556907e-07,5.664978919556907e-07,CPLX0-7695
7.670043175024907e-05,6.460536366655589e-05,6.0180338757887745e-05,6.726037861175743e-05,5.752532381268681e-05,7.080039853869146e-05,6.549036864828972e-05,0.00895359540019927,6.254035204251112e-05,4.926527731650614e-05,4.926527731650688e-05,5.339530056459647e-05,1.1564065094653153e-06,1.1564065094653155e-06,XYLISOM-CPLX
3.2542721016985335e-05,8.73630094415707e-06,1.5288526652274993e-05,1.135719122740428e-05,6.98904075532571e-06,1.1794006274612143e-05,7.862670849741425e-06,9.828338562176385e-06,2.118552978958131e-05,1.7035786841106317e-05,1.5070119128671061e-05,9.173115991364995e-06,8.911026963040281e-05,1.0527242637709334e-05,ORNCARBAMTRANSFERF-CPLX
5.209306945960052e-05,4.352982516487166e-05,6.194080039853862e-05,5.1522186506618654e-05,5.3948439056791763e-05,6.693602623713024e-05,7.89245682497509e-05,6.222624187502965e-05,4.766872657399061e-05,2.982863429330549e-05,3.682195046733406e-05,4.32443836883807e-05,4.595607771504487e-05,1.3173124140057875e-05,PGAM2-MONOMER
0.0005275373985861366,0.0002537598448545809,0.0003494000094890165,0.0003839760520947004,0.000398332186743844,0.0005950718911609812,0.0003977255895051478,0.0008130424989324856,0.00047840302225174365,0.0001607482682544954,0.0001858209541206054,0.00029015567917635334,0.0004452423732030175,5.621134411918205e-05,BRANCHED-CHAINAMINOTRANSFER-CPLX
6.164361988186174e-07,1.2264119367643848e-19,0.0,0.0,0.0,0.0,0.0,1.2328723976372348e-06,0.0,0.0,0.0,0.0,6.078060920351576e-06,6.078060920351576e-06,APP-UBIOX-CPLX
1.3341462257437016e-06,1.3341462257437042e-06,1.3341462257437016e-06,1.3341462257437027e-06,1.3341462257437042e-06,1.3341462257437042e-06,1.3341462257437042e-06,1.3341462257437042e-06,1.3341462257437247e-06,1.3341462257436834e-06,1.3341462257437247e-06,1.3341462257436834e-06,1.3341462257436421e-06,1.3341462257437042e-06,FOCB-MONOMER
4.862998991046814e-06,4.862998991046726e-06,1.2529395959108258e-05,8.148597691644528e-06,9.243797258510459e-06,4.393627748104165e-06,5.645284395950807e-06,2.6725998573148454e-06,9.400254339490954e-06,1.331168136401251e-05,1.1590653473223183e-05,1.112128223028064e-05,5.175913153008289e-06,7.741809281094318e-06,ABC-42-CPLX
0.00016540884309911277,0.0001757468957928073,0.0002294380726858661,0.009290241030352992,0.00020409316930777624,0.00014173136757484461,0.00019008677533567396,0.0001363955984426154,0.0002831292495789255,0.0003394883110380984,0.0003604979019962519,0.0003801735506713479,0.0017021103531811928,0.00034615802245338524,GLYCEROL-KIN-CPLX
0.00391647301555412,0.00269420338229975,0.00409747208059521,0.004490259604484463,0.005049567258224182,0.0044101675800795725,0.004532013388529906,0.004085616678960494,0.003940777826421118,0.0018680378153543644,0.0024545955676323356,0.0032448236749250937,0.003438890907112594,0.0007258428812832892,ATPSYN-CPLX
0.00023598927741139974,9.803534658632632e-05,0.00013531225980927076,0.00018080770508136832,0.00019166790814632045,0.00023863094842719728,0.0001364863358162938,0.00014558542487071215,0.0001678928690041291,9.157792854770736e-05,0.00010537332163021302,0.0001361928168145397,0.00018198178108838866,8.776218152488493e-05,PRAI-IGPS
5.3124540102955674e-05,2.129662180338758e-05,3.2530004732646955e-05,3.861475381932901e-05,4.961410793756227e-05,7.442116190634339e-05,5.289051129192959e-05,6.716626876453005e-05,3.2061947110594585e-05,1.099935411823321e-05,1.4041728661574228e-05,1.8488276071072768e-05,6.974058568581904e-05,1.6545836939554964e-05,PURK-CPLX
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KETOBUTFORMLY-MONOMER
0.00018522160411823312,0.00012023156758551974,0.00015295869312520756,0.00016015401859847226,0.00014808444038525405,0.00017965102955828626,0.0001569045167718366,0.00019404168050481566,0.00016758145134506807,9.748505479907007e-05,0.00011674995848555296,0.00014460283128528726,0.00015527976585851875,2.994183825971438e-05,AROC-CPLX
2.4349737094937607e-05,1.1904315913080609e-05,9.55952641504958e-06,1.3708000142335245e-05,1.388836856526071e-05,2.2365684442757506e-05,1.4609842256962564e-05,2.741600028467049e-05,1.3347263296484319e-05,5.230684264838449e-06,5.7717895336148405e-06,5.9521579565403044e-06,1.7495737023769984e-05,5.465163214641552e-06,G6425-MONOMER
6.11456860558903e-05,2.714476680742041e-05,3.903809247046543e-05,4.099699316790814e-05,3.246178298619347e-05,5.149110404706551e-05,3.87582495136879e-05,6.044607866394647e-05,3.7778799164966547e-05,1.9029321060872038e-05,2.2387436542202395e-05,2.8404060112919292e-05,7.108011102149262e-05,1.7210341841818093e-05,GUANYL-KIN-CPLX
0.0028016755316458693,0.0021323727652642686,0.003810989248533946,0.00342859177708521,0.0019499024677397158,0.003084599433715661,0.0037900409968543904,0.0029086218691678125,0.005016371250878919,0.0017355810273105752,0.0018745622643307866,0.0030642024518171464,0.0032391999811986986,0.0006103168998102196,ASPCARBTRANS-CPLX
0.0003426299046353845,0.0002259037576505195,0.0002548091284338378,0.0002925518100298904,0.0002531521326564501,0.00032569172557764383,0.0002549932390757698,0.000375585709541206,0.00025720256677895336,0.00012961389192010247,0.00015262772216159795,0.00019828716136072495,0.00030175734212648853,2.982592399297812e-05,FOLD-CPLX
6.325759121317074e-05,3.252460027518143e-05,3.9966669829672146e-05,3.9966669829672146e-05,4.8097819898467096e-05,5.1543222469990974e-05,3.7348163875313874e-05,4.9200348721355025e-05,3.155988755515491e-05,1.860517388622669e-05,2.1637128149167343e-05,2.7976668880770505e-05,1.9983334914836046e-05,9.316368553399462e-06,GART-MONOMER
0.0009569252994540849,0.0027288077033763096,0.0017436291537457887,0.0013219362334105302,0.0021475979854610468,0.0016772954359402425,0.0021132027243766895,0.0012587612640719145,0.002266928483100654,0.001774163722259453,0.0018868257509133172,0.0021897146316867907,0.0008042524568857636,0.0003916848098994163,CPLX0-8160
0.0007473323290790909,0.0004059477866869098,0.0004321819281681454,0.0006468249039237082,0.0005790249798358399,0.0006580681074156662,0.0004018593490534705,0.0005413772832945865,0.0006175244342173933,0.00031055090857332637,0.0004003261849409308,0.0005042406414575128,0.0007630046733406082,0.0001694998102196707,TRYPSYN-APROTEIN
0.0005453523746263704,0.00019476870522370355,0.00024217950846894707,0.0002578122598092707,0.0002672944204583195,0.0002250091094558049,0.00016478457560373865,0.00026370657588840917,0.00029855992313896663,0.0001993816482421597,0.00023705401622621815,0.00026063128054277173,0.0002939469801205103,7.662610902879915e-05,CYSTATHIONINE-BETA-LYASE-CPLX
0.00011845053850168388,7.577643877212126e-05,9.053290316458706e-05,8.813996299283549e-05,0.00016770522370356311,0.0001419811168572381,7.976467239170605e-05,0.0002337104901077003,6.520761968022197e-05,3.011116382786924e-05,3.5096455852352e-05,4.1477629643687425e-05,0.000168303458746501,3.6093514257247234e-05,HOMOSERKIN-CPLX
5.0773070171276745e-05,1.5271587512454332e-05,2.122155667315083e-05,1.903990131422878e-05,1.626324903923708e-05,1.0412446031218863e-06,2.697319352849077e-05,1.0412446031218863e-06,3.2129833467761066e-05,1.626324903923708e-05,1.765157517673293e-05,3.748480571238791e-05,1.0412446031218863e-06,1.0412446031218863e-06,MHPF-MONOMER
1.2213431702804465e-08,1.2213431702792894e-08,1.2213431702885463e-08,1.2213431702792894e-08,1.2213431702792894e-08,1.2213431702885463e-08,1.2213431702792894e-08,1.2213431702885463e-08,1.2213431702885463e-08,1.2213431702804465e-08,1.2213431702804465e-08,1.2213431702804465e-08,1.2213431702792894e-08,1.2213431702792894e-08,CPLX0-7776
0.0008608711806708734,0.0004376013367651942,0.0003975516854865492,0.0006596413151776817,0.00038027536532713374,0.0008353493440717367,0.00045487765692460967,0.0007352252158751244,0.00048393328628362666,0.00018140136167386247,0.0002438317004317502,0.0002561999750913317,0.0006584633842577215,6.321562603786116e-05,METHYLENETHFREDUCT-CPLX
0.00010935320912606157,6.79222045416805e-05,9.133303241092183e-05,9.718573937823218e-05,8.825266032286375e-05,8.424817660838828e-05,0.00010442461378516865,0.00010858311610404704,0.0001028844277411396,3.434614878184748e-05,4.836184178251174e-05,6.514986966242823e-05,0.00010165227890591638,5.375249293661336e-05,UMPKI-CPLX
8.357926175451914e-06,8.357926175451914e-06,8.357926175451914e-06,8.357926175451914e-06,8.357926175451914e-06,8.357926175451914e-06,8.357926175451914e-06,8.357926175451914e-06,8.357926175451914e-06,8.357926175451914e-06,8.357926175451914e-06,8.357926175451914e-06,2.0894815438629785e-07,8.357926175451914e-06,THREDEHYDCAT-CPLX
0.00047213672337144744,0.00026465283971865023,0.00017150686819756116,0.0003319249302616596,0.00021438358524695112,0.0003905723938119751,0.00021758701812995204,0.0002984120939471936,0.0002981656760331166,0.00018407418181548606,0.00019122030132371777,0.0001609108978922522,0.00017643522647910043,5.593686649546899e-05,O-SUCCHOMOSERLYASE-CPLX
0.000665583557776249,0.0004219009735137828,0.0005685926966124211,0.0007060118708426247,0.0006151408919319637,0.0009139024164729325,0.0007466256348863691,0.0009177968869976751,0.0005695199514992646,0.00022346842772927834,0.00035847673925368885,0.00042672269892536885,0.000799664614413816,8.938737109171135e-05,DIHYDRODIPICSYN-CPLX
0.0,0.0,0.0,0.0,4.912424021972345e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.97018603743944e-05,CPLX0-9871
4.526335238329998e-05,5.2632014077623046e-05,0.00011697301131098164,4.742003385480921e-05,5.8203441212355766e-05,5.119422642995061e-05,9.864121880315358e-05,3.789469068897674e-05,5.29914609895413e-05,7.222187077716531e-05,6.84476782020241e-05,7.132325349736982e-05,3.879330796877214e-05,0.00012488084337318223,FUMARATE-REDUCTASE
0.0007337492791905868,0.0003325289286544573,0.000451698137827964,0.0005240322866276034,0.00045195833260781886,0.0007100715542237981,0.0003843076898455661,0.0004857836539889452,0.0006257684455508379,0.00015897901049129377,0.0002435423139441096,0.00036713483437514815,0.00048083995317170356,0.0001103225866584428,SULFATE-ADENYLYLTRANS-CPLX
0.0009426221117806139,0.0002912365967642454,0.0004003477724533852,0.0006735359040660436,0.00047336201783935094,0.0005387193386155525,0.00037600969065806325,0.00057591011529155,0.0004654316316363809,0.0002969792902215685,0.0004060904659107085,0.0003910500782843856,0.0008042505456184466,0.00010118078948616976,HISTDEHYD-CPLX
0.0020596108113109073,0.0012059121932675426,0.0017367483673554106,0.0017342325561038095,0.002270938956445414,0.002017680623784219,0.0016042489747710772,0.0014432370546685958,0.0019162095699696345,0.0010222579719006497,0.0012310703057835553,0.0014507844884233995,0.0020310982837927595,0.0003765330839896569,FGAMSYN-MONOMER
0.00032662635538738906,0.0004167301775632205,0.0003955037963775679,0.0003998357109052521,0.00027247742379133647,0.00028893869899653646,0.0003695123092114627,0.000283307210110547,0.00038424081860558896,0.0006385242013806519,0.0005098663399084309,0.0004050340083384731,8.707148200645251e-05,0.0003196952921430943,CPLX0-1261
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PYRUVFORMLY-CPLX
0.00430494224925274,0.0016795381073148453,0.00205935003341913,0.0025435797076967786,0.002137816002075725,0.0031502407182829625,0.0024498479863832613,0.0038152169040186,0.0025075525314264364,0.0009015953519179675,0.001195308433037197,0.0015891648515858519,0.0038555184910328793,0.0006155151471272005,6PGLUCONDEHYDROG-CPLX
0.0008697291851510447,0.0006287478459254841,0.0008333809086953281,0.0007996620820257695,0.0008787002491273492,0.0008126546574397277,0.0007662526023898764,0.0005948743457390926,0.0006538049556524036,0.00032821720271928104,0.00037724870755529046,0.0005096492379641992,0.0007070126454428998,0.00010387254696426027,ABC-7-CPLX
