gene_name,bnum,uniprot_id,A1-1,A1-2,A1-3,C1,F1-1,F1-2,F1-3
ydiQ,b1697,P76201,0,0,0,0,0,0,0
ydiR,b1698,P77378,0,0,0,0,0,0,0
ydiS,b1699,P77337,0,0,0,0,0,0,0
ydiT,b1700,P77714,0,0,0,0,0,0,0
ydiU,b1706,P77649,6.47947E-05,4.84916E-05,5.58801E-05,7.41529E-05,5.50652E-05,5.96256E-05,5.93843E-05
ydiV,b1707,P76204,0,0,0,0,0,0,0
ydiY,b1722,P76206,0,0,0,0,0,0,0
ydiZ,b1724,P64479,0,3.0864E-05,0,9.93459E-05,8.89672E-05,8.96306E-05,7.88519E-05
ydjA,b1765,P0ACY1,0.00017861,0.000185384,0.000187904,0.000187084,0.000197182,0.000191224,0.000186583
ydjE,b1769,P38055,0,0,0,0,0,0,0
ydjF,b1770,P77721,3.73174E-06,0,6.21286E-06,0,0,7.28085E-05,5.34364E-06
ydjG,b1771,P77256,0,0,0,0,0,0,0
ydjH,b1772,P77493,0,0,0,0,0,0,0
ydjI,b1773,P77704,0,0,0,0,0,0,0
ydjJ,b1774,P77280,0,0,0,0,0,0,0
ydjK,b1775,P76230,0,0,0,0,0,0,0
ydjL,b1776,P77539,0,0,0,0,0,0,0
ydjM,b1728,P64481,0,0,0,0,0,0,0
ydjO,b1730,P76210,0,0,0,0,0,0,0
ydjX,b1750,P76219,0,0,0,0,0,0,0
ydjY,b1751,P76220,0,0,0,0,0,4.04418E-06,0
ydjZ,b1752,P76221,0,0,0,0,0,0,0
yeaC,b1777,P76231,0.000157514,0.000151633,0.000138593,0.000177032,0.0001988,0.000186698,0.000158406
yeaD,b1780,P39173,0.000389747,0.000388447,0.000367619,0.000417218,0.000402885,0.000397932,0.000402105
yeaE,b1781,P76234,0,0,0,0,0,0,0
yeaG,b1783,P0ACY3,0.000586623,0.000604007,0.000571161,0.000593225,0.000507039,0.000545762,0.000492785
yeaH,b1784,P76235,0,0,3.1516E-05,6.59685E-05,5.43214E-05,5.87289E-05,0
yeaK,b1787,P64483,0.000069167,6.968E-05,7.1573E-05,7.17692E-05,7.60632E-05,7.88705E-05,7.29186E-05
yeaL,b1789,P0ACY6,0,0,0,0,0,0,0
yeaO,b1792,P76243,4.34602E-05,3.84473E-05,5.13086E-05,4.66512E-05,4.98666E-05,4.98941E-05,4.47693E-05
yeaQ,b1795,P64485,0,0,0,0,0,0,0
yeaR,b1797,P64488,0,0,0,0,0,0,0
yeaV,b1801,P0ABD1,0,0,0,0,0,0,0
yeaW,b1802,P0ABR7,0,0,0,0,0,0,0
yeaX,b1803,P76254,0,0,0,0,0,0,0
yeaY,b1806,P0AA91,2.64426E-05,2.69339E-05,2.65614E-05,2.42152E-05,2.57015E-05,2.48384E-05,2.26069E-05
yebB,b1862,P24238,0,0,0,0,0,0,0
yebC,b1864,P0A8A0,0.000602409,0.000609014,0.000601502,0.00052883,0.000521767,0.000567777,0.00053241
yebE,b1846,P33218,1.25289E-05,1.11279E-05,1.48473E-05,1.37644E-05,1.76621E-05,1.54323E-05,1.63641E-05
yebF,b1847,P33219,0.0003384,0.000325733,0.000353811,0.000406037,0.000369157,0.000363568,0.000355478
yebG,b1848,P0ACY9,6.22083E-05,5.35139E-05,5.43783E-05,5.59649E-05,5.94905E-05,6.35426E-05,5.35227E-05
yebK,b1853,P46118,2.91571E-05,2.92925E-05,2.64576E-05,2.98862E-05,3.39395E-05,3.87525E-05,2.99324E-05
yebO,b1825,P64499,4.17609E-05,3.49526E-05,3.7869E-05,4.13182E-05,4.03195E-05,4.05554E-05,3.73974E-05
yebQ,b1828,P76269,0,0,0,0,0,0,0
yebS,b1833,P0AD03,0,0,0,0,0,0,0
yebT,b1834,P76272,4.83912E-05,4.80471E-05,4.95637E-05,5.22642E-05,5.77945E-05,5.82827E-05,5.51519E-05
yebV,b1836,P64503,0.000181204,0.000181324,0.000149933,0.00016157,0.000151585,0.000152386,0.000155168
yebW,b1837,P76275,0,0,0,0,0,0,0
yebY,b1839,P64506,8.70075E-05,8.30789E-05,7.85193E-05,9.31438E-05,9.42807E-05,0.000108921,9.44454E-05
yebZ,b1840,P76278,0,0,0,0,0,0,0
yecA,b1908,P0AD05,7.34168E-05,8.13154E-05,6.82719E-05,6.51325E-05,6.45321E-05,6.16231E-05,6.13512E-05
yecD,b1867,P0ADI7,3.94717E-05,3.99685E-05,4.17655E-05,4.66792E-05,4.42067E-05,4.66617E-05,4.15766E-05
yecE,b1868,P37348,0,0,0,0,0,0,0
yecF,b1915,P0AD07,0,0,0,0,0,0,0
yecH,b1906,P46887,0,0,0,0,0,0,0
yecJ,b4537,P0AD10,3.68525E-05,3.50647E-05,3.85355E-05,4.1465E-05,4.11112E-05,4.20876E-05,4.04147E-05
yecM,b1875,P52007,2.92849E-05,2.89468E-05,2.87627E-05,3.08681E-05,3.57772E-05,3.62581E-05,3.37198E-05
yecN,b1869,P64515,0,0,0,0,0,0,0
yecR,b1904,P76308,0,0,0,0,0,0,0
yecT,b1877,P76296,0,0,0,0,0,0,0
yedA,b1959,P0AA70,0,0,0,0,0,0,0
yedD,b1928,P31063,0.000135337,0.000140873,0.000132238,0.000136032,0.000142556,0.000139828,0.000136456
yedE,b1929,P31064,0.000100009,9.47971E-05,8.41234E-05,0.000178893,0.000144878,0.000141745,0.000133859
yedF,b1930,P0AA31,4.51104E-05,5.16023E-05,4.36373E-05,4.53122E-05,4.38993E-05,4.22541E-05,4.66145E-05
yedI,b1958,P46125,0,0,0,0,0,0,0
yedJ,b1962,P46144,0,0,0,0,0,0,0
yedK,b1931,P76318,0,0,0,0,0,0,0
yedL,b1932,P76319,0,0,0,0,0,0,0
yedM,b1935,P76321,0,0,0,0,0,0,0
yedN_1,b1934,,0,0,0,0,0,0,0
yedN_2,b1933,,0,0,0,0,0,0,0
yedP,b1955,P76329,5.36554E-05,4.59563E-05,4.98491E-05,5.32534E-05,0,0,4.41635E-05
yedR,b1963,P76334,0,0,0,0,0,0,0
yedS_1,b1964,P76335,0.000546718,0.000541753,0.000513687,0.000594047,0.000594351,0.000575766,0.000617361
yedS_2,b1965,,0,0,0,0,0,0,0
yedS_3,b1966,,0,0,0,0,0,0,0
yedV,b1968,P76339,0,0,0,0,0,0,0
yedW,b1969,P76340,0,0,0,0,0,0,0
yedX,b1970,P76341,0,0,8.89622E-06,0,0,0,0
yeeA,b2008,P33011,0,0,0,0,0,0,0
yeeD,b2012,P33014,0.000134816,0.000129264,0.000130837,0.000118259,0.000105741,0.000108079,9.67401E-05
yeeE,b2013,P33015,8.23353E-05,7.529E-05,0,0,0,0,0
yeeJ,b1978,P76347,0,0,0,0,0,0,0
yeeL_1,b1980,P76349,0,0,0,0,0,0,0
yeeL_2,b1979,,0,0,0,0,0,0,0
yeeN,b1983,P0A8A2,0.000286344,0.000281485,0.000296178,0.000324151,0.000316529,0.000308134,0.000297259
yeeO,b1985,P76352,0,0,0,0,0,0,0
yeeP,b1999,P76359,0,0,0,0,0,0,0
yeeR,b2001,P76361,0,0,0,0,0,0,1.23252E-06
yeeS,b2002,P76362,0,0,0,0,0,0,0
yeeT,b2003,P64521,0,0,0,0,0,0,0
yeeW,b2006,P64526,0,0,0,0,0,0,0
yeeX,b2007,P0A8M6,0.000603849,0.00060129,0.000639388,0.000638654,0.000599995,0.00059835,0.000645366
yeeY,b2015,P76369,0,0,0,0,0,0,0
yeeZ,b2016,P0AD12,0.000118233,0.000124178,0.000131155,0.000130075,0.000128753,0.000134686,0.000132021
yefM,b2017,P69346,4.94765E-05,4.87947E-05,4.59972E-05,4.46375E-05,5.28786E-05,4.5994E-05,4.93835E-05
yegD,b2069,P36928,2.74341E-05,2.16108E-05,2.34552E-05,2.25446E-05,2.47003E-05,2.73377E-05,2.69945E-05
yegH,b2063,P76389,0,1.86794E-05,0,2.31003E-05,3.81123E-05,2.14079E-05,0
yegI,b2070,P76393,0,0,0,0,0,0,0
yegJ,b2071,P76394,0,0,0,0,0,0,0
yegK,b2072,P76395,0,0,0,0,0,0,0
yegL,b2073,P76396,0,0,0,0,0,0,0
yegP,b2080,P76402,0.000185703,0.000186917,0.000190997,0.000167616,0.000157968,0.000154893,0.000150737
yegQ,b2081,P76403,0.000231107,0.000205481,0.000212344,0.000239635,0.000227932,0.000240965,0.000236065
yegR,b2085,P76406,0,0,0,0,0,0,0
yegS,b2086,P76407,0,0,0,0,0,0,0
yegT,b2098,P76417,0,0,0,0,0,0,0
yegU,b2099,P76418,0,0,9.65907E-06,0,0,0,7.76482E-06
yegV,b2100,P76419,0,0,0,0,0,0,0
yegW,b2101,P0ACM5,0,1.84491E-05,0,0,0,0,0
yegX,b2102,P76421,0,0,0,0,0,0,0
yegZ,b2083,,0,0,0,0,0,0,0
yehA,b2108,P33340,0,0,0,0,0,0,0
yehB,b2109,P33341,0,0,0,0,0,0,0
yehC,b2110,P33342,0,0,0,0,0,0,0
yehD,b2111,P33343,0,0,0,0,0,0,0
yehE,b2112,P33344,0,0,0,0,0,0,0
yehI,b2118,P33346,0,0,0,0,0,0,0
yehK,b4541,P33347,0,0,0,0,0,0,0
yehL,b2119,P33348,0,0,0,0,0,0,0
yehM,b2120,P33349,0,0,0,0,0,0,0
yehP,b2121,P33352,0,0,0,0,0,0,0
yehQ,b2122,P33353,0,0,0,0,0,0,0
yehR,b2123,P33354,0,0,0,0,0,0,0
yehS,b2124,P33355,1.71597E-05,1.7397E-05,0,0,0,0,0
yehT,b2125,P0AFT5,0,0,0,0,0,0,0
yehU,b2126,P0AD14,0,0,0,0,0,0,0
yehW,b2128,P33359,0,0,0,0,0,0,0
yehX,b2129,P33360,0,0,0,0,0,0,0
yehY,b2130,P33361,0,0,0,0,0,0,0
yeiB,b2152,P25747,0,0,0,0,0,0,0
yeiE,b2157,P0ACR4,2.46075E-05,2.39381E-05,2.14233E-05,2.94945E-05,2.86514E-05,2.9043E-05,2.55781E-05
yeiG,b2154,P33018,0.000226354,0.000225652,0.000229744,0.000217182,0.000194715,0.000228601,0.000226555
yeiH,b2158,P62723,0,0,0,0,0,0,0
yeiI,b2160,P33020,0,0,0,0,0,0,0
yeiL,b2163,P0A9E9,0,0,0,0,0,0,0
yeiP,b2171,P0A6N8,0.000284591,0.000271917,0.000271713,0.000264465,0.00028146,0.000263395,0.000254082
yeiQ,b2172,P33029,0,0,0,0,0,0,0
yeiR,b2173,P33030,3.87842E-05,3.74956E-05,3.8624E-05,3.93013E-05,3.79165E-05,4.04445E-05,3.82565E-05
yeiS,b2145,P64536,0,0,0,0,0,0,0
yeiW,b4502,P0AFT8,0,0,0,0,0,0,0
yejA,b2177,P33913,0,0,0,0,0,0,0
yejB,b2178,P0AFU0,0,0,0,0,0,0,0
yejE,b2179,P33915,0,0,0,0,0,0,0
yejF,b2180,P33916,1.28917E-05,1.26909E-05,1.29642E-05,1.23885E-05,1.42507E-05,1.30178E-05,1.34052E-05
yejG,b2181,P0AD21,0,0,0,0,0,0,0
yejK,b2186,P33920,0.000142731,0.000148822,0.000146641,0.000165879,0.000167284,0.000162119,0.000164356
yejL,b2187,P0AD24,0.000100333,9.98764E-05,0.000118706,0.000108003,9.83856E-05,0.000104184,9.9124E-05
yejM,b2188,P0AD27,5.0426E-05,5.245E-05,4.41102E-05,4.95344E-05,4.94193E-05,5.33976E-05,5.79598E-05
yejO,b2190,P33924,0,0,0,0,0,0,0
yfaA,b2230,P17994,0,0,0,0,0,0,0
yfaD,b2244,P37014,0,0,0,0,0,0,0
yfaE,b2236,P0ABW3,0,0,0,0,0,0,0
yfaH,b2238,P45505,0,0,0,0,0,0,0
yfaL,b2233,P45508,0,0,0,0,0,0,0
yfaP,b2225,P76462,0,0,0,0,0,0,0
yfaQ,b2226,P76463,0,0,0,0,0,0,0
yfaS_1,b2228,,0,0,0,0,0,0,0
yfaS_2,b2227,,0,0,0,0,0,0,0
yfaT,b2229,P76466,0,0,0,0,0,0,0
yfaU,b2245,P76469,0,0,0,0,0,0,0
yfaV,b2246,P76470,0,0,0,0,0,0,0
yfaW,,P77215,0,0,0,0,0,0,0
yfaX,b2248,P77732,0,0,0,0,0,0,0
yfaY,b2249,P77808,5.67445E-05,5.3828E-05,5.39243E-05,5.97014E-05,6.08561E-05,5.87584E-05,6.15133E-05
yfaZ,b2250,P76471,3.89679E-05,4.41208E-05,4.01554E-05,3.02675E-05,3.49214E-05,3.42452E-05,3.14161E-05
yfbK,b2270,P76481,0,0,0,0,0,0,0
yfbL,b2271,P76482,0,0,0,0,0,0,0
yfbM,b2272,P76483,0,0,0,0,0,0,0
yfbN,b2273,P76484,0,0,0,0,0,0,0
yfbO,b2274,P76485,0,0,0,0,0,0,0
yfbP,b2275,P76486,0,0,0,0,0,0,0
yfbR,b2291,P76491,0,0,0,0,0,0,4.09645E-05
yfbS,b2292,P0AFU2,0,0,0,0,0,0,0
yfbT,b2293,P77625,4.47196E-05,4.36777E-05,4.16413E-05,5.69512E-05,5.55754E-05,4.87309E-05,4.50057E-05
yfbU,b2294,P0A8W8,0.000290396,0.000294935,0.000299819,0.000323629,0.000320203,0.00032063,0.000317318
yfbV,b2295,P0A8D9,0,0,0,0,0,0,0
yfcA,b2327,P0AD30,0,0,0,0,0,0,0
yfcC,b2298,P39263,0,0,0,0,0,0,0
yfcD,b2299,P65556,0.000194868,0.000203222,0.000208701,0.000199285,0.000211971,0.00019294,0.000204423
yfcE,b2300,P67095,9.92587E-05,9.80991E-05,9.27372E-05,9.7151E-05,9.47584E-05,9.14323E-05,9.88981E-05
yfcF,b2301,P77544,4.84033E-05,4.84153E-05,4.8803E-05,4.62594E-05,3.90092E-05,3.77813E-05,3.96286E-05
yfcG,b2302,P77526,0,0,0,0,0,0,0
yfcH,b2304,P77775,6.06671E-05,5.95795E-05,5.73581E-05,7.68226E-05,7.78567E-05,7.29433E-05,6.79066E-05
yfcI,b2305,P77768,0,0,0,0,0,0,0
yfcJ,b2322,P77549,0,0,0,0,0,0,0
yfcL,b2325,P64540,6.43524E-05,6.10963E-05,6.85489E-05,7.1794E-05,6.96341E-05,7.45039E-05,6.70924E-05
yfcO,b2332,P76498,0,0,0,0,0,0,0
yfcP,b2333,P76499,0,0,0,0,0,0,0
yfcQ,b2334,P76500,0,0,0,0,0,0,0
yfcR,b2335,P76501,0,0,0,0,0,0,0
yfcS,b2336,P77599,0,0,0,0,0,0,0
yfcT,b2337,,0,0,0,0,0,0,0
yfcU,b2338,P77196,0,0,0,0,0,0,0
yfcV,b2339,P77288,0,0,0,0,0,0,0
yfcZ,b2343,P0AD33,7.89573E-05,8.77432E-05,7.87947E-05,8.87305E-05,0.000107214,0.000105425,9.40302E-05
yfdC,b2347,P37327,0,0,0,0,0,0,0
yfdE,b2371,P76518,0,0,0,0,0,0,0
yfdF,b2345,P76505,0,0,0,0,0,0,0
yfdG,b2350,P77682,0,0,0,0,0,0,0
yfdH,b2351,P77293,0.000160853,0.000142245,0.000155949,0.000158827,0.000170311,0.000170823,0.000151733
yfdI,b2352,P76507,0,0.000123602,0.000111768,0.000193162,0.000188577,0.000179841,0.000175229
yfdK,b2354,P77656,0,0,0,0,0,0,0
yfdL,b2355,P76508,0,0,0,0,0,0,0
yfdM,b2356,P76509,0,0,0,0,0,0,0
yfdN,b2357,P76510,0,0,0,0,0,0,0
yfdO,b2358,P0AD35,0,0,0,0,0,0,0
yfdP,b2359,P76512,0,0,0,0,0,0,0
yfdQ,b2360,P76513,0,0,0,0,0,0,0
yfdR,b2361,P76514,0,0,0,0,0,0,0
yfdS,b2362,P76515,0,0,0,0,0,0,0
yfdT,b2363,P76516,0,0,0,0,0,0,0
yfdV,b2372,P0AA49,0,0,0,0,0,0,0
yfdX,b2375,P76520,0,0,0,0,0,0,0
yfdY,b2377,P76521,0,0,0,0,0,0,0
yfeC,b2398,P0AD37,0,0,0,0,0,0,0
yfeD,b2399,P27238,0,0,0,0,0,0,0
yfeH,b2410,P39836,0,0,0,0,0,0,0
yfeK,b2419,Q47702,0,0,0,0,0,0,0
yfeN,b2408,P45564,0,0,0,0,0,0,0
yfeO,b2389,P67729,0,0,0,0,0,0,0
yfeR,b2409,P0ACR7,0,0,0,0,0,0,0
yfeS,b2420,P78271,0,0,0,0,0,0,0
yfeW,b2430,P77619,0,0,0,0,0,0,0
yfeX,b2431,P76536,0.000167426,0.000171688,0.000180261,0.00016785,0.000174625,0.000167687,0.000168245
yfeY,b2432,P76537,4.56997E-05,4.05693E-05,3.87932E-05,3.62424E-05,3.81965E-05,3.57132E-05,3.52696E-05
yfeZ,b2433,P76538,0,0,0,0,0,0,0
yffB,b2471,P24178,5.10959E-05,5.22203E-05,5.72477E-05,4.84034E-05,5.3146E-05,5.23264E-05,6.57269E-05
yffL,b2443,P76543,0,0,0,0,0,0,0
yffM,b2444,P76544,0,0,0,0,0,0,0
yffN,b2445,P76545,0,0,0,0,0,0,0
yffO,b2446,P76546,0,0,0,0,0,0,0
yffP,b2447,P76547,0,0,0,0,0,0,0
yffQ,b2448,P76548,0,0,0,0,0,0,0
yffR,b2449,P76549,0,0,0,0,0,0,0
yffS,b2450,P76550,7.30531E-05,7.44115E-05,7.56071E-05,8.07035E-05,7.63441E-05,7.87919E-05,7.4263E-05
yfgD,b2495,P76569,0.000221422,0.000211494,0.000208385,0.000207084,0.000210723,0.000211526,0.000204037
yfgG,b2504,P64545,3.99295E-05,4.00179E-05,4.72066E-05,5.01136E-05,5.48047E-05,5.0309E-05,4.43198E-05
yfgH,b2505,P65290,0,0,0,0,0,0,0
yfgI,b2506,P76573,0,0,0,0,0,0,0
yfgJ,b2510,P76575,0,0,0,0,0,0,0
yfgM,b2513,P76576,0.000150261,0.000147919,0.000145702,0.00014139,0.00014832,0.000142355,0.000136426
yfgO,b2493,P0AFI9,0,0,0,0,0,0,0
yfhG,,P0AD44,0,0,0,0,0,0,0
yfhH,b2561,P37767,0,0,0,0,0,0,0
yfhL,b2562,P52102,0,0,0,0,0,0,0
yfhM,b2520,P76578,0.000115911,0.000113899,0.000117696,0.000123118,0.00012937,0.000126655,0.000124777
yfhR,b2534,P77538,0,0,0,0,0,0,0
yfiB,b2605,P07021,2.81053E-05,2.67943E-05,3.09132E-05,0,0,3.20286E-05,0
yfiC,b2575,P31825,3.71667E-05,5.62004E-06,0,4.9305E-06,0,0,0
yfiE,b2577,P33634,0,0,0,0,0,0,0
yfiF,b2581,P0AGJ5,0.000265715,0.000268023,0.000246306,0.000283766,0.000283257,0.000278233,0.000281729
yfiH,b2593,P33644,3.33747E-05,2.89333E-05,3.3762E-05,3.71909E-05,3.62945E-05,3.30823E-05,3.1424E-05
yfiL,b2602,P11289,0,0,0,0,0,0,0
yfiM,b2586,P46126,0,0,0,0,0,0,0
yfiP,b2583,Q47319,0,0,0,0,0,0,0
yfiR,b2603,P64548,0,0,0,0,0,0,0
yfjD,b4461,P37908,2.48907E-05,0,6.29979E-06,0,1.36288E-05,0,2.94141E-05
yfjH,b2623,P52123,0,0,0,0,0,0,0
yfjI,b2625,P52124,0,0,0,0,0,0,0
yfjJ,b2626,P52125,0,0,0,0,0,0,0
yfjM,b2629,P52128,0,0,0,0,0,0,0
yfjP,b2632,P52131,0,0,0,0,0,0,0
yfjQ,b2633,P52132,0,0,0,0,0,0,0
yfjR,b2634,P52133,0,0,0,0,0,0,0
yfjS,b2636,O52982,0,0,0,0,0,0,0
yfjT,b2637,P52135,0,0,0,0,0,0,0
yfjU,b2638,P0CF86,0,0,0,0,0,0,0
yfjW,b2642,P52138,0,0,0,0,0,0,0
yfjX,b2643,P52139,0,0,0,0,0,0,0
yfjY,b2644,P52140,0,0,0,0,0,0,0
yfjZ,b2645,P52141,0,0,0,0,0,0,0
ygaC,b2671,P0AD53,2.261E-05,2.72873E-05,2.32724E-05,0,1.99693E-05,2.14354E-05,0
ygaH,b2683,P43667,0,0,0,0,0,0,0
ygaM,b2672,P0ADQ7,0.000522727,0.000515646,0.000485991,0.000324435,0.000331256,0.000308478,0.000333093
ygaP,b2668,P55734,0,0,1.6537E-05,1.97376E-05,0,1.60139E-05,0
ygaQ,b4462,P76616,0,0,0,0,0,0,0
ygaU,,P0ADE6,0.000394742,0.000392639,0.00038926,0.000400863,0.000360536,0.00036237,0.000351907
ygaV,b2667,P77295,2.06179E-06,2.22408E-06,2.25142E-06,2.48479E-06,2.68268E-06,2.64799E-06,2.78941E-06
ygaX,b2680,,0,0,0,0,0,0,0
ygaY,b2681,P76628,0,0,0,0,0,0,0
ygaZ,b2682,P76630,0,0,0,0,0,0,0
ygbA,b2732,P25728,0,0,0,0,0,0,0
ygbE,b2749,P46141,0,0,0,0,0,0,0
ygbI,b2735,P52598,0,1.95212E-05,0,0,0,9.18057E-06,2.28527E-05
ygbJ,b2736,Q46888,0,0,0,0,0,0,0
ygbK,b2737,Q46889,0,0,0,0,0,0,0
ygbL,b2738,Q46890,0,0,0,0,0,0,0
ygbM,b2739,Q46891,0,0,0,0,0,0,0
ygbN,b2740,Q46892,0,0,0,0,0,0,0
ygcE,b2776,P55138,0,0,0,0,0,0,0
ygcG,b2778,P55140,0,0,0,0,0,0,0
ygcN,b2766,Q46904,0,0,0,0,0,0,0
ygcO,b2767,Q46905,0,0,0,0,0,0,0
ygcP,b2768,Q46906,0,0,0,0,0,0,0
ygcQ,b2769,Q46907,0,0,0,0,0,0,0
ygcR,b2770,Q46908,0,0,0,0,0,0,0
ygcS,b2771,Q46909,0,0,0,0,0,0,0
ygcU,b4463,Q46911,0,0,0,0,0,0,0
ygcW,b2774,P76633,0,0,0,0,0,0,0
ygdB,b2824,P08370,0,0,0,0,0,0,0
ygdD,b2807,P0ADR2,0,0,0,0,0,0,0
ygdG,b2798,P38506,1.3555E-05,1.35723E-05,7.77864E-06,1.17363E-05,0,0,1.16627E-05
ygdH,b2795,P0ADR8,0.00013411,0.000133224,0.00011558,0.000151812,0.000158576,0.00015094,0.00014714
ygdI,b2809,P65292,0.000114983,0.000102623,0.000104085,9.72339E-05,8.15669E-05,7.9098E-05,8.08936E-05
ygdQ,b2832,P67127,0,0,0,0,0,0,0
ygdR,b2833,P65294,2.4984E-05,2.82791E-05,2.15873E-05,4.90578E-05,4.82385E-05,4.45683E-05,3.45384E-05
ygdT,b4610,,0,0,0,0,0,0,0
ygeA,b2840,P03813,4.29578E-05,3.88913E-05,3.65832E-05,4.72194E-05,3.21952E-05,3.49577E-05,3.04206E-05
ygeF,b2850,Q46786,0,0,0,0,0,0,0
ygeG,b2851,Q46787,0,0,0,0,0,0,0
ygeH,b2852,P76639,0,0,0,0,0,0,0
ygeI,b2853,Q46789,0,0,0,0,0,0,0
ygeK,b2855,Q46791,0,0,0,0,0,0,0
ygeL,b2856,,0,0,0,0,0,0,0
ygeM,b2857,,0,0,0,0,0,0,0
ygeN,b2858,Q46793,0,0,0,0,0,0,0
ygeO,b2859,Q46795,0,0,0,0,0,0,0
ygeP,b2862,Q46796,0,0,0,0,0,0,0
ygeQ,b2863,Q46797,0,0,0,0,0,0,0
ygeR,b2865,Q46798,2.35598E-05,2.63818E-05,2.54777E-05,2.4416E-05,2.1602E-05,2.63593E-05,2.02353E-05
ygeV,b2869,Q46802,0,0,0,0,0,0,0
ygeW,b2870,Q46803,0,0,0,0,0,0,0
ygeX,b2871,P66899,0,0,0,0,0,0,0
ygeY,b2872,P65807,0,0,0,0,0,0,0
ygfB,b2909,P0A8C4,0.000145377,0.000140893,0.000132228,0.000127413,0.000136734,0.000128181,0.000126839
ygfF,b2902,P52037,0,0,0,0,0,0,0
ygfI,b2921,P52044,0,0,0,0,0,0,0
ygfK,b2878,Q46811,0,0,0,0,0,0,0
ygfM,b2880,P64557,0,0,0,0,0,0,0
ygfS,b2886,Q46819,0,0,0,0,0,0,0
ygfT,b2887,Q46820,0,0,0,0,0,0,0
ygfZ,b2898,P0ADE8,0.000458046,0.000460022,0.000443706,0.000438407,0.000431075,0.000431683,0.000438895
yggC,b2928,P11664,0,0,0,0,0,0,0
yggD,b2929,P11663,0,0,0,0,0,0,0
yggE,b2922,P0ADS6,0.000334067,0.000323733,0.000322038,0.00034887,0.00035427,0.000349181,0.000353856
yggF,b2930,P21437,0,0,0,0,0,0,0
yggI,b2944,P39902,0,0,0,0,0,0,0
yggL,b2959,P38521,0.000227782,0.000234295,0.000248271,0.000223136,0.000210168,0.000248202,0.000201905
yggM,b2956,P46142,0,0,0,0,0,0,0
yggN,b2958,P0ADS9,6.18856E-05,6.18727E-05,5.99857E-05,5.98587E-05,5.87006E-05,6.33997E-05,5.85621E-05
yggP,b4465,P52048,0,0,0,0,0,0,0
yggR,b2950,P52052,0,0,0,0,0,0,0
yggS,b2951,P67080,6.49069E-05,6.70446E-05,6.65044E-05,6.80986E-05,7.39229E-05,7.35942E-05,7.17014E-05
yggT,b2952,P64564,3.53488E-05,3.817E-05,3.71722E-05,7.68298E-05,7.43475E-05,7.12314E-05,7.49333E-05
yggU,b2953,P52060,7.77056E-06,8.10165E-06,1.38263E-05,7.82884E-06,7.78294E-06,8.10763E-06,7.64572E-06
yggW,b2955,P52062,0,0,0,0,0,0,0
yggX,b2962,P0A8P3,0.000215356,0.000212946,0.000215402,0.000200143,0.000209639,0.000195855,0.000201261
yghA,b3003,P0AG84,8.93194E-05,8.61987E-05,8.28611E-05,9.11815E-05,9.2052E-05,8.3617E-05,8.93729E-05
yghB,b3009,P0AA60,0,0,0,0,0,0,0
yghD,b2968,Q46832,0,0,0,0,0,0,0
yghE,b2969,Q46833,0,0,0,0,0,0,0
yghF,b2970,Q46834,0,0,0,0,0,0,0
yghG,b2971,Q46835,0,0,9.30519E-06,1.34829E-05,0,1.16717E-05,9.71687E-06
yghJ,b4466,P0CK95,6.41294E-05,7.29406E-05,6.46517E-05,7.1337E-05,7.37476E-05,7.08462E-05,7.12724E-05
yghO,b2981,Q46840,0,0,0,0,0,0,0
yghQ,b2983,Q46841,0,0,0,0,0,0,0
yghR,b2984,P64572,0,0,0,0,0,0,0
yghS,b2985,Q46843,0,0,0,0,0,0,0
yghT,b2986,Q46844,0,0,0,0,0,0,0
yghU,b2989,Q46845,0.000247922,0.000248801,0.000246886,0.000251695,0.000227682,0.000244721,0.000228502
yghW,b2998,P64574,0,0,0,0,0,0,0
yghX_1,b2999,,0,0,0,0,0,0,0
yghX_2,b3000,,0,0,0,0,0,0,0
yghZ,,Q46851,3.02231E-05,2.80582E-05,2.77783E-05,3.603E-05,2.96475E-05,3.43888E-05,3.6378E-05
ygiA,b3036,Q79CP2,0,0,0,0,0,0,0
ygiB,b3037,P0ADT2,0.000241406,0.000262208,0.000237079,0.000223599,0.000194512,0.000243049,0.00020125
ygiC,b3038,P0ADT5,0.000118139,0.000116776,0.000110515,0.000122035,0.000116322,0.000113895,0.000110131
ygiD,b3039,P24197,6.67162E-06,0,2.68408E-06,0,0,0,0
ygiF,b3054,P30871,0.000125538,0.000121736,0.000120035,0.000133393,0.000131306,0.000134996,0.000133263
ygiH,b3059,P60782,0,0,0,0,0,0,0
ygiL,b3043,P39834,0,0,0,0,0,0,0
ygiM,b3055,P0ADT8,8.96853E-05,8.09918E-05,9.17671E-05,7.44912E-05,7.52666E-05,7.83702E-05,7.47305E-05
ygiN,b3029,P0ADU2,0.000199704,0.000197964,0.000197624,0.000182236,0.000201906,0.000208143,0.000213519
ygiQ,b4469,Q46861,0,0,0,0,0,0,0
ygiS,b3020,Q46863,2.78115E-05,2.64752E-05,2.39262E-05,1.6395E-05,2.08526E-05,3.04251E-05,3.05824E-05
ygiV,b3023,Q46866,0,0,0,0,0,0,0
ygiW,b3024,P0ADU5,0.000260114,0.000280928,0.000278935,0.000294332,0.000297462,0.000284681,0.000267699
ygiZ,b3027,Q46867,0,0,0,0,0,0,0
ygjH,b3074,P42589,0,0,0,0,0,0,0
