gene_name,bnum,uniprot_id,A1-1,A1-2,A1-3,C1,F1-1,F1-2,F1-3
hemA,b1210,P0A6X1,0,0,0,0,0,0,0
hemB,b0369,P0ACB2,0.000277653,0.000273892,0.000277086,0.000281925,0.000286324,0.000284502,0.000280302
hemC,b3805,P06983,7.43539E-05,7.61061E-05,7.56656E-05,8.03956E-05,8.50009E-05,8.42672E-05,7.48147E-05
hemD,b3804,P09126,1.78709E-05,1.9521E-05,1.79925E-05,1.82231E-05,1.96484E-05,2.19511E-05,1.87367E-05
hemE,b3997,P29680,0.000179271,0.000189621,0.000174435,0.000167999,0.000179218,0.000161738,0.000173752
hemF,b2436,P36553,0,0,0,0,0,0,0
hemG,b3850,P0ACB4,5.31102E-05,4.8842E-05,4.44813E-05,4.98572E-05,5.18572E-05,5.28234E-05,4.72217E-05
hemH,b0475,P23871,3.49216E-05,0,2.12303E-05,3.4297E-05,3.67165E-05,3.29396E-05,0
hemL,b0154,P23893,0.000390374,0.000372832,0.000378506,0.000360903,0.000369927,0.000360053,0.000347468
hemN,b3867,P32131,0.000116359,0.000110399,0.000104188,0.000126653,0.000119869,0.000125427,0.00010237
hemX,b3803,P09127,0.000165093,0.000168085,0.00017192,0.000175618,0.000164241,0.000171203,0.00016014
hemY,b3802,P0ACB7,9.14292E-05,9.87473E-05,9.97838E-05,0.000104525,0.000106085,9.96597E-05,9.19918E-05
hflC,b4175,P0ABC3,0.000235977,0.000235458,0.000238099,0.0002638,0.000249615,0.000262405,0.00025983
hflD,b1132,P25746,4.61276E-05,0,5.90664E-05,3.44842E-05,6.07382E-05,6.47167E-05,0
hflK,b4174,P0ABC7,0.000317485,0.000327384,0.000336097,0.000350915,0.000367601,0.000359076,0.000351048
hflX,b4173,P25519,0.000115077,0.000110661,0.000110137,0.000145686,0.000146314,0.000139334,0.000140102
hfq,b4172,P0A6X3,0.000539823,0.000525055,0.000482675,0.000782371,0.000796247,0.000773237,0.000763074
hha,b0460,P0ACE3,0.000103396,0.000101062,0.0001178,0.000100326,9.84854E-05,9.40537E-05,9.49884E-05
hicA,b4532,P76106,0,0,0,0,0,0,0
hicB,b1438,P67697,0,0,0,0,0,0,0
higA,b3082,P67701,0,0,0,0,0,0,0
higB,b3083,P64578,0,0,0,0,0,0,0
hinT,b1103,P0ACE7,0.000181502,0.000194535,0.000191224,0.000208039,0.00020678,0.000210149,0.000201487
hipA,b1507,P23874,0,0,0,0,0,0,0
hipB,b1508,P23873,0,0,0,0,0,0,0
hisA,b2024,P10371,0.00013512,0.000132996,0.000125664,0.000148398,0.000147549,0.000143902,0.000140524
hisB,b2022,P06987,0.000444673,0.000437326,0.000467811,0.000583165,0.000522252,0.00051331,0.000511063
hisC,b2021,P06986,0.000393585,0.000404112,0.000409131,0.000452738,0.000419307,0.000401979,0.000398642
hisD,b2020,P06988,0.000447053,0.000454286,0.000466804,0.000476193,0.000444671,0.000436267,0.000433114
hisF,b2025,P60664,0.000196385,0.000200088,0.000190177,0.00021852,0.000210542,0.000203937,0.000197652
hisG,b2019,P60757,0.000545157,0.000537427,0.000558056,0.000717159,0.000646847,0.000653848,0.000650879
hisH,b2023,P60595,0.00019209,0.000186851,0.000173919,0.000207407,0.000182939,0.00018144,0.000196235
hisI,b2026,P06989,0.000351861,0.000362387,0.000311544,0.000347575,0.000293414,0.000333498,0.000332973
hisJ,b2309,P0AEU0,0.001026259,0.001004536,0.001064063,0.001010855,0.001069375,0.001069416,0.001055117
hisL,b2018,P60995,0,0,0,0,0,0,0
hisM,b2307,P0AEU3,0,0,0,2.73099E-05,0,2.78784E-05,0
hisP,b2306,P07109,7.30835E-05,7.14872E-05,7.57583E-05,8.07711E-05,6.88396E-05,6.64999E-05,6.47776E-05
hisQ,b2308,P52094,2.78719E-05,2.66936E-05,2.84891E-05,2.69695E-05,2.60414E-05,2.79102E-05,2.76333E-05
hisS,b2514,P60906,0.000339008,0.000344672,0.000339164,0.000408624,0.000413849,0.000401692,0.000399157
hlyE,b1182,P77335,0,0,0,0,0,0,0
hmp,b2552,P24232,8.76259E-05,8.90093E-05,8.86716E-05,8.91451E-05,9.97806E-05,9.45622E-05,8.94106E-05
hns,b1237,P0ACF8,0.003225609,0.002999874,0.003134699,0.003484972,0.003214335,0.003257482,0.003160678
hofB,b0107,P36645,0,0,0,0,0,0,0
hofC,b0106,P36646,0,0,0,0,0,0,0
hofM,b3395,P45753,0,0,0,0,0,0,0
hofN,b3394,P64634,0,0,0,0,0,0,0
hofO,b3393,P45751,0,0,0,0,0,0,0
hofP,b3392,P45750,0,0,0,0,0,0,0
hofQ,b3391,P34749,0,0,0,0,0,0,0
hokA,b4455,P37305,0,0,0,0,0,0,0
hokB,b4428,P77494,0,0,0,0,0,0,0
hokC,b4412,P0ACG4,0,0,0,0,0,0,0
hokD,b1562,P0ACG6,0,0,0,0,0,0,0
hokE,b4415,P77091,0,0,0,0,0,0,0
holA,b0640,P28630,0,0,0,0,0,0,0
holB,b1099,P28631,2.01969E-05,0,0,0,0,0,0
holC,b4259,P28905,2.4693E-05,1.90535E-05,1.79189E-05,2.04394E-05,1.43403E-05,2.28867E-05,0
holD,b4372,P28632,0,0,0,0,0,0,0
holE,b1842,P0ABS8,5.63653E-05,0.000049365,6.55514E-05,5.68414E-05,5.81734E-05,6.06307E-05,5.18422E-05
hpf,b3203,P0AFX0,0.000201182,0.000204278,0.000249406,0.000215681,0.000239855,0.00024029,0.000221549
hpt,b0125,P0A9M2,0.000169662,0.000175719,0.00015264,0.000156417,0.00016449,0.000151275,0.00015968
hrpA,b1413,P43329,0.00018358,0.000198521,0.000188145,0.000225611,0.000231301,0.000217733,0.000227077
hrpB,b0148,P37024,9.76031E-06,0,0,3.64722E-05,0,4.4451E-05,1.00275E-05
hscA,b2526,P0A6Z1,0.000270219,0.000258783,0.000258521,0.000252833,0.000262209,0.000252614,0.000245439
hscB,b2527,P0A6L9,5.96521E-05,6.91064E-05,6.16258E-05,5.53591E-05,2.80151E-05,8.69534E-05,5.6957E-05
hscC,b0650,P77319,0,0,0,0,0,0,0
hsdM,b4349,P08957,0.000184606,0.000185275,0.000185625,0.00018926,0.00019951,0.000203525,0.000193555
hsdR,b4350,P08956,0.000173877,0.000193415,0.000153615,0.000176219,0.000185907,0.000182082,0.000184731
hsdS,b4348,P05719,5.38478E-05,5.54474E-05,5.06421E-05,6.04713E-05,6.40778E-05,6.58864E-05,5.86184E-05
hslJ,b1379,P52644,2.27486E-05,0,1.64118E-05,0,0,4.74178E-05,0
hslO,b3401,P0A6Y5,0.000214072,0.000225176,0.000222701,0.000224663,0.000225764,0.000226317,0.000218764
hslR,b3400,P0ACG8,0,0,0,1.87199E-05,1.9917E-05,1.96731E-05,0
hslU,b3931,P0A6H5,0.000497278,0.000483223,0.000500847,0.000511964,0.000516973,0.000534497,0.000509975
hslV,b3932,P0A7B8,0.000121928,0.000163075,0.000134526,0.000140978,0.000153199,0.000135451,0.000128261
hspQ,b0966,P0AB20,2.07827E-05,2.30868E-05,2.21117E-05,2.15932E-05,2.12633E-05,2.08897E-05,2.04155E-05
hsrA,b3754,P31474,0,0,0,0,0,0,0
htgA,b0012,P28697,0,0,0,0,0,0,0
htpG,b0473,P0A6Z3,0.001188489,0.001174735,0.001169725,0.001282691,0.001295316,0.001270132,0.001286136
htpX,b1829,P23894,0.000183754,0.000173147,0.000173947,0.000194989,0.000212958,0.000198038,0.000190611
htrE,b0139,P33129,0,0,0,0,0,0,0
htrL,b3618,P25666,0,0,0,0,0,0,0
hupA,b4000,P0ACF0,0.001956168,0.001948208,0.001922293,0.002054381,0.002083466,0.001999963,0.002045591
hupB,b0440,P0ACF4,0.001961163,0.001933006,0.002161713,0.001781121,0.001495028,0.001985972,0.001854386
hyaA,b0972,P69739,0,0,0,0,0,0,0
hyaB,b0973,P0ACD8,0,0,3.51036E-06,0,0,3.30703E-06,3.18457E-06
hyaC,b0974,P0AAM1,0,0,0,0,0,0,0
hyaD,b0975,P19930,0,0,0,0,0,0,0
hyaE,b0976,P19931,0,0,0,0,0,0,0
hyaF,b0977,P19932,0,0,0,0,0,0,0
hybA,b2996,P0AAJ8,0,0,0,0,0,0,0
hybB,b2995,P37180,0,0,0,0,0,0,0
hybC,b2994,P0ACE0,1.47029E-05,0,0,0,0,2.12813E-05,0
hybD,b2993,P37182,2.73107E-06,3.23049E-06,3.7236E-06,3.37722E-06,3.21268E-06,3.70495E-06,3.31737E-06
hybE,b2992,P0AAN1,0,0,0,0,0,0,0
hybF,b2991,P0A703,0,0,0,0,0,0,0
hybG,b2990,P0AAM7,0,0,0,0,0,0,0
hybO,b2997,P69741,0,0,0,0,0,0,0
hycA,b2725,P0AEV4,0,0,0,0,0,0,0
hycB,b2724,P0AAK1,0,0,0,0,0,0,0
hycC,b2723,P16429,0,0,0,0,0,0,0
hycD,b2722,P16430,0,0,0,0,0,0,0
hycE,b2721,P16431,0,0,0,0,0,0,0
hycF,b2720,P16432,0,0,0,0,0,0,0
hycG,b2719,P16433,0,0,0,0,0,0,0
hycH,b2718,P0AEV7,0,0,0,0,0,0,0
hycI,b2717,P0AEV9,1.0194E-05,1.01423E-05,1.00531E-05,1.46671E-05,1.31629E-05,0,8.69698E-06
hydN,b2713,P0AAK4,0,0,0,0,0,0,0
hyfA,b2481,P23481,3.28616E-05,2.72733E-05,0,7.51684E-05,5.54057E-05,6.07756E-05,5.71425E-05
hyfB,b2482,P23482,0,0,0,0,0,0,0
hyfC,b2483,P77858,0,0,0,0,0,0,0
hyfD,b2484,P77416,0,0,0,0,0,0,0
hyfE,b2485,P0AEW1,0,0,0,0,0,0,0
hyfF,b2486,P77437,0,0,0,0,0,0,0
hyfG,b2487,P77329,0,0,0,0,0,0,0
hyfH,b2488,P77423,0,0,0,0,0,0,0
hyfI,b2489,P77668,0,0,0,0,0,0,0
hyfJ,b2490,P77453,0,0,0,0,0,0,0
hyfR,b2491,P71229,0.000272702,0.000264752,0.000238094,0.000512836,0.000502422,0.000501857,0.000435357
hyi,b0508,P30147,0,0,0,0,0,0,0
hypA,b2726,P0A700,0,0,0,0,0,0,0
hypB,b2727,P0AAN3,1.28171E-05,1.04429E-05,1.24206E-05,1.3035E-05,1.41807E-05,1.08244E-05,0
hypC,b2728,P0AAM3,0,0,0,0,0,0,0
hypD,b2729,P24192,0,0,0,0,0,0,0
hypE,b2730,P24193,0,0,0,9.79974E-06,9.72853E-06,0,0
hypF,b2712,P30131,0,0,0,0,0,0,0
hypT,b4327,P39376,0,0,0,0,0,0,0
hyuA,b2873,Q46806,0,0,0,0,0,0,0
iaaA,b0828,P37595,5.62454E-05,5.57502E-05,5.77773E-05,6.46551E-05,6.82686E-05,6.78057E-05,6.55929E-05
iadA,b4328,P39377,6.36735E-05,5.54803E-05,5.81948E-05,6.97076E-05,0.000073485,7.26421E-05,7.57436E-05
iap,b2753,P10423,1.05868E-05,1.11528E-05,8.72197E-06,9.40439E-06,0,0,6.31083E-06
ibaG,b3190,P0A9W6,0.000130695,0.000130547,0.000127826,0.000111287,0.000103786,0.000101855,0.000101461
ibpA,b3687,P0C054,7.1678E-05,7.50714E-05,6.62375E-05,8.14515E-05,8.09662E-05,8.40611E-05,6.64196E-05
ibpB,b3686,P0C058,1.62541E-05,1.48633E-05,1.54154E-05,1.5831E-05,1.80007E-05,1.70088E-05,1.40137E-05
icd,b1136,P08200,0.01364252,0.01339327,0.01373518,0.01199347,0.01223131,0.01232723,0.01229653
icdC,b4519,,0,0,0,0,0,0,0
iclR,b4018,P16528,2.79917E-05,1.79086E-05,2.85857E-05,3.73504E-05,3.59794E-05,3.93823E-05,3.3785E-05
idi,b2889,Q46822,0,0,0,0,0,0,0
idnD,b4267,P39346,0,0,0,0,0,0,0
idnK,b4268,P39208,0,0,0,0,0,0,0
idnO,b4266,P0A9P9,0,0,0,0,0,3.81056E-06,0
idnR,b4264,P39343,0,0,0,0,0,0,0
idnT,b4265,P39344,0,0,0,0,0,0,0
ihfA,b1712,P0A6X7,0.000392469,0.000402991,0.000371434,0.000414813,0.000456054,0.000419926,0.000449338
ihfB,b0912,P0A6Y1,0.000967413,0.000978517,0.000977129,0.000936156,0.000899057,0.00091784,0.000917721
ileS,b0026,P00956,0.00168122,0.001672853,0.001651948,0.001723512,0.00174884,0.001714414,0.001719939
ilvA,b3772,P04968,0.000148934,0.000158034,0.00015321,0.000163358,0.000179274,0.000166229,0.000164877
ilvB,b3671,P08142,0.000855487,0.000860571,0.000874477,0.000853452,0.000888383,0.000885987,0.000860975
ilvC,b3774,P05793,0.01099508,0.01114012,0.01160282,0.0120053,0.0114334,0.01144114,0.0116146
ilvD,b3771,P05791,0.000309591,0.000315605,0.000321002,0.000306999,0.00032683,0.000334249,0.000325166
ilvE,b3770,P0AB80,0.000662257,0.000650234,0.000703196,0.000608982,0.000643037,0.000636735,0.000679257
ilvG_1,b3767,P00892,7.10219E-05,6.31696E-05,8.54427E-05,0.00011518,0.000131953,0.000109669,0.00012142
ilvG_2,b3768,,0,0,0,0,0,0,0
ilvH,b0078,P00894,0.000137545,0.000136485,0.000141439,0.000151894,0.000151964,0.000150966,0.000153414
ilvI,b0077,P00893,0.000423583,0.000406995,0.00040395,0.000449037,0.000444414,0.000440092,0.000429392
ilvL,b3766,P62522,0,0,0,0,0,0,0
ilvM,b3769,P0ADG1,0,0,0,0,0,0,0
ilvN,b3670,P0ADF8,0.000116395,0.000130446,0.000128775,0.000130217,0.000138132,0.000132082,0.000121663
ilvX,b4669,C1P619,0,0,0,0,0,0,0
ilvY,b3773,P05827,1.24527E-05,0,0,4.77014E-06,0,0,6.25111E-06
inaA,b2237,P27294,0,0,0,0,0,0,0
infA,b0884,P69222,0.000373655,0.000369133,0.000350895,0.000315188,0.000324385,0.00031623,0.000293824
infB,b3168,P0A705,0.001883912,0.001908246,0.001859218,0.002136434,0.002069195,0.00213952,0.002025372
infC,b1718,P0A707,0.00074126,0.000756714,0.000783273,0.000849114,0.000855054,0.000829524,0.000817853
insA-1,b0022,,0,0,0,0,0,0,0
insA-2,b0265,,0,0,0,0,0,0,0
insA-3,b0275,,0,0,0,0,0,0,0
insA-4,b4516,,0,0,0,0,0,0,0
insA-5,b1894,,0,0,0,0,0,0,0
insA-6,b3444,,0,0,0,0,0,0,0
insA-7,b4294,,0,0,0,0,0,0,0
insAB-1,,,0,0,0,0,0,0,0
insAB-2,,,0,0,0,0,0,0,0
insAB-3,,,0,0,0,0,0,0,0
insAB-4,,,0,0,0,0,0,0,0
insAB-5,,,0,0,0,0,0,0,0
insAB-6,,,0,0,0,0,0,0,0
insB-1,b0021,,0,0,0,0,0,0,0
insB-2,b0264,,0,0,0,0,0,0,0
insB-4,b0988,,0,0,0,0,0,0,0
insC-1,b0360,,0,0,0,0,0,0,0
insC-2,b1403,,0,0,0,0,0,0,0
insC-3,b1997,,0,0,0,0,0,0,0
insC-4,b2861,,0,0,0,0,0,0,0
insC-5,b3044,,0,0,0,0,0,0,0
insC-6,b4272,,0,0,0,0,0,0,0
insCD-1,,,0,0,0,0,0,0,0
insCD-2,,,0,0,0,0,0,0,0
insCD-3,,,0,0,0,0,0,0,0
insCD-4,,,0,0,0,0,0,0,0
insCD-5,,,0,0,0,0,0,0,0
insCD-6,,,0,0,0,0,0,0,0
insD,b1578,,0,0,0,0,0,0,0
insD-1,b0361,,0,0,0,0,0,0,0
insE-1,b0298,,0,0,0,0,0,0,0
insE-2,b0373,,0,0,0,0,0,0,0
insE-3,b0540,,0,0,0,0,0,0,0
insE-4,b1027,,0,0,0,0,0,0,0
insE-5,b2088,,0,0,0,0,0,0,0
insEF-1,,,0,0,0,0,0,0,0
insEF-2,,,0,0,0,0,0,0,0
insEF-3,,,0,0,0,0,0,0,0
insEF-4,,,0,0,0,0,0,0,0
insEF-5,,,0,0,0,0,0,0,0
insF-1,b0299,,0,0,0,0,0,0,0
insG,b4278,P03835,0,0,0,0,0,0,0
insH-1,b0259,,0,0,0,0,0,0,0
insH-10,b3218,,0,0,0,0,0,0,0
insH-11,b3505,,0,0,0,0,0,0,0
insH-2,b0552,,0,0,0,0,0,0,0
insH-3,b0656,,0,0,0,0,0,0,0
insH-4,b1331,,0,0,0,0,0,0,0
insH-5,b1370,,0,0,0,0,0,0,0
insH-6,b1994,,0,0,0,0,0,0,0
insH-7,b2030,,0,0,0,0,0,0,0
insH-8,b2192,,0,0,0,0,0,0,0
insH-9,b2982,,0,0,0,0,0,0,0
insI-1,b0256,,0,0,0,0,0,0,0
insI-2,b1404,,0,0,0,0,0,0,0
insI-3,b4284,,0,0,0,0,0,0,0
insJ,b3557,P19768,0,0,0,0,0,0,0
insJK,,,0,0,0,0,0,0,0
insK,b3558,P19769,0,0,0,0,0,0,0
insL-1,b0016,,0,0,0,0,0,0,0
insL-2,b0582,,0,0,0,0,0,0,0
insL-3,b2394,,0,0,0,0,0,0,0
insN-1,b0255,,0,0,0,0,0,0,0
insN-2,b4283,,0,0,0,0,0,0,0
insO-1,b0257,,0,0,0,0,0,0,0
insO-2,b4285,,0,0,0,0,0,0,0
intA,b2622,P32053,0,0,0,0,0,0,0
intB,b4271,P39347,0,0,0,0,0,0,0
intD,b0537,P24218,0,0,0,0,0,0,0
intE,b1140,P75969,0,0,0,0,0,0,0
intF,b0281,P71298,0,0,0,0,0,0,0
intG,b1936,P76323,0,0,0,0,0,0,0
intQ,b1579,P76168,0,0,0,0,0,0,0
intR,b1345,P76056,0,0,0,0,0,0,0
intS,b2349,P37326,0,0,0,0,0,0,0
intZ,b2442,P76542,0,0,0,0,0,0,0
iraD,b4326,P39375,0,0,0,0,0,0,0
iraM,b1160,P75987,0,0,0,0,0,0,0
iraP,b0382,P0AAN9,5.90295E-05,6.06144E-05,7.14507E-05,7.8077E-05,8.26856E-05,7.84746E-05,8.66531E-05
iroK,b4706,U3PVA8,0,0,0,0,0,0,0
iscA,b2528,P0AAC8,0.000162138,0.000184534,0.000182645,0.000159016,0.000164266,0.000152956,0.000144961
iscR,b2531,P0AGK8,0.000456989,0.000449015,0.00044669,0.000409574,0.000363559,0.000399002,0.000386064
iscS,b2530,P0A6B7,0.00183467,0.001823411,0.001852181,0.001802253,0.001724581,0.001751281,0.001676553
iscU,b2529,P0ACD4,0.00079654,0.000765479,0.000788431,0.000645004,0.000643986,0.000633692,0.00062688
iscX,b2524,P0C0L9,0,6.59414E-05,0,6.23258E-05,0,6.06567E-05,0
ispA,b0421,P22939,0,0,6.44631E-05,6.96198E-05,8.18051E-05,4.87714E-05,7.81167E-05
ispB,b3187,P0AD57,0.000158013,0.000169682,0.000167213,0.000125075,0.000154058,0.000143688,0.000134801
ispD,b2747,Q46893,2.01219E-05,0.000019018,1.87247E-05,2.46878E-05,2.69498E-05,2.6582E-05,2.37473E-05
ispE,b1208,P62615,4.75364E-05,5.00586E-05,4.60617E-05,5.17075E-05,5.16564E-05,5.14763E-05,4.92914E-05
ispF,b2746,P62617,5.22121E-05,5.49413E-05,5.4154E-05,5.64248E-05,5.31267E-05,5.48228E-05,5.47937E-05
ispG,b2515,P62620,0.000198562,0.000196064,0.000197564,0.00019531,0.000205308,0.000196694,0.000195006
ispH,b0029,P62623,8.37341E-05,8.48124E-05,6.64605E-05,0.000122821,0.000123422,0.000130061,0.000106468
ispU,b0174,P60472,0,0,6.42606E-05,0,0,0,0
ivbL,b3672,P03061,0,0,0,0,0,0,0
ivy,b0220,P0AD59,0.000299634,0.000293337,0.000292085,0.000280664,0.000252733,0.000254507,0.000258141
katE,b1732,P21179,0.001188327,0.001196285,0.001147441,0.001346557,0.001153,0.001151133,0.001140805
katG,b3942,P13029,0.001054164,0.001066444,0.00105326,0.001113943,0.001133691,0.001134494,0.001136777
kbaY,b3137,P0AB74,0,0,0,0,0,0,0
kbaZ,b3132,P0C8K0,2.09539E-06,2.01489E-06,2.12316E-06,8.46474E-07,1.62586E-06,1.556E-06,1.5838E-06
kbl,b3617,P0AB77,3.06909E-05,2.86009E-05,2.60727E-05,2.95518E-05,3.20668E-05,3.29409E-05,3.13013E-05
kch,b1250,P31069,4.52407E-05,4.29E-05,6.97328E-06,5.47445E-05,4.50476E-05,4.55399E-05,4.50777E-05
kdgK,b3526,P37647,9.65837E-05,8.68233E-05,6.957E-05,9.30656E-05,8.60962E-05,9.51223E-05,7.34183E-05
kdgR,b1827,P76268,0.000135578,0.000138577,0.000126117,0.000143403,0.000152654,0.000140365,0.000140207
kdgT,b3909,P0A712,0,0,0,0,0,0,0
kdpA,b0698,P03959,0,0,0,0,0,0,0
kdpB,b0697,P03960,0,0,0,0,0,0,0
kdpC,b0696,P03961,0,0,0,1.18369E-06,0,0,0
kdpD,b0695,P21865,2.56181E-05,3.13827E-05,2.68211E-05,2.92532E-05,0,0,0
kdpE,b0694,P21866,5.55449E-06,0,1.29284E-05,0,7.13715E-06,0,1.20611E-05
kdpF,b4513,P36937,0,0,0,0,0,0,0
kdsA,b1215,P0A715,0.000565388,0.000584729,0.000599057,0.000563004,0.000575011,0.00058176,0.000569732
kdsB,b0918,P04951,0.000178298,0.000168715,0.000174663,0.000187642,0.000183124,0.000173469,0.000182501
kdsC,b3198,P0ABZ4,4.03158E-05,4.55227E-05,4.21589E-05,4.41018E-05,4.83534E-05,5.09853E-05,4.54041E-05
kdsD,b3197,P45395,0.00011185,0.000105364,0.000110277,0.000132311,0.000123749,0.000120839,0.000132278
kduD,b2842,P37769,0,0,0,0,0,0,0
kduI,b2843,Q46938,0,0,0,0,0,0,0
kefB,b3350,P45522,0,0,0,0,0,0,0
kefC,b0047,P03819,0,1.67966E-05,1.34852E-05,2.6973E-05,1.91384E-05,0,0
kefF,b0046,P0A754,0,0,0,0,0,0,0
kefG,b3351,P0A756,0,0,0,1.02957E-05,9.72254E-06,0,0
kgtP,b2587,P0AEX3,0.001193291,0.001142476,0.001088388,0.001472181,0.001568603,0.001453973,0.001436641
kilR,b1352,P38393,0,0,0,0,0,0,0
kptA,b4331,P39380,0,0,0,0,0,0,0
kup,b3747,P63183,3.00804E-05,3.73787E-05,3.39394E-05,3.72614E-05,4.11433E-05,0.000044441,0
lacA,b0342,P07464,0,0,0,0,0,0,0
lacI,b0345,P03023,3.41942E-05,3.62981E-05,3.26231E-05,3.6153E-05,3.77492E-05,3.75663E-05,3.70054E-05
lacY,b0343,P02920,0,0,0,0,0,0,0
lacZ,b0344,P00722,0,0,0,0,0,0,5.75027E-05
lafU,b0230,Q47154,0,0,0,0,0,0,0
lamB,b4036,P02943,9.91473E-05,9.58372E-05,9.32612E-05,0.000138065,0.000126393,0.00011695,0.000118956
lapA,b1279,P0ACV4,2.44204E-05,2.15339E-05,2.41135E-05,3.28146E-05,3.38176E-05,2.70566E-05,3.61766E-05
lapB,b1280,P0AB58,2.87148E-05,2.74689E-05,6.02192E-06,3.27924E-05,3.36573E-05,3.55641E-05,4.36258E-05
ldcA,b1192,P76008,4.77691E-05,0.000046306,4.1482E-05,4.20601E-05,4.1385E-05,3.83403E-05,4.49938E-05
ldcC,b0186,P52095,0,0,0,0,0,0,0
ldhA,b1380,P52643,0.000234058,0.000240051,0.000216557,0.000296135,0.000293306,0.000272464,0.000283359
ldrA,b4419,Q6BF86,0,0,0,0,0,0,0
ldrB,b4421,Q6BF87,0,0,0,0,0,0,0
ldrC,b4423,Q6BF86,0,0,0,0,0,0,0
ldrD,b4453,Q6BF25,0,0,0,0,0,0,0
ldtA,b1990,P39176,4.83447E-05,4.79681E-05,4.89225E-05,4.30589E-05,4.15602E-05,4.40195E-05,4.27425E-05
ldtB,b0819,P0AAX8,0.000375876,0.000357304,0.000366905,0.000373516,0.000391352,0.000381394,0.000372994
ldtC,b1113,P75954,0,0,0,2.97435E-05,3.54234E-05,0,2.91355E-05
ldtD,b0925,P22525,5.89204E-05,6.18995E-05,5.46183E-05,6.53095E-05,8.35463E-05,8.16056E-05,5.57236E-05
ldtE,b1678,P76193,0.000147249,0.000150467,0.000141911,0.000147944,0.000145988,0.000144873,0.000143787
lepA,b2569,P60785,0.000446842,0.00044681,0.000452647,0.000492334,0.000491839,0.000503665,0.000472801
lepB,b2568,P00803,8.5238E-05,8.65887E-05,8.55409E-05,9.41569E-05,8.52599E-05,8.87246E-05,8.60656E-05
leuA,b0074,P09151,0.001042074,0.001043939,0.001012433,0.00118439,0.001200487,0.001150347,0.001125823
leuB,b0073,P30125,0.000966219,0.000986474,0.00096371,0.000947626,0.000921684,0.000907666,0.000951604
leuC,b0072,P0A6A6,0.001542237,0.001583989,0.001573546,0.001503317,0.001551066,0.001506953,0.001544719
leuD,b0071,P30126,0.000933105,0.000907563,0.000912591,0.000858011,0.00081567,0.000795625,0.000767819
leuE,b1798,P76249,0,0,0,0,0,0,0
leuL,b0075,P0AD79,0,0,0,0,0,0,0
leuO,b0076,P10151,0,0,0,0,0,0,0
leuS,b0642,P07813,0.001441774,0.001412195,0.001453645,0.001429795,0.001478373,0.001466987,0.001439882
lexA,b4043,P0A7C2,9.63409E-05,9.84165E-05,0.000100535,0.000106058,0.000114678,0.000106439,0.000103432
lfhA,b0229,Q47153,0,0,0,0,0,0,0
lgoD,b4358,P39400,0,0,0,0,0,0,0
lgoR,b4357,P39399,0,0,0,0,0,0,0
lgoT,b4356,P39398,0,0,0,0,0,0,0
lgt,b2828,P60955,0,0,0,0,0,0,0
lhgO,b2660,P37339,0,0,6.7406E-06,9.70939E-06,0,7.56382E-06,0
lhr,b1653,P30015,0,0,0,0,0,0,0
ligA,b2411,P15042,0.000150853,0.000144069,0.000150778,0.000154764,0.000162507,0.000168179,0.000152524
ligB,b3647,P25772,0,0,0,0,0,0,0
lipA,b0628,P60716,0.000288925,0.000290143,0.000272719,0.000286492,0.00028972,0.00029483,0.000271841
lipB,b0630,P60720,4.76414E-05,4.69154E-05,4.21003E-05,4.92815E-05,4.55557E-05,4.70353E-05,4.63667E-05
lit,b1139,P11072,0,0,0,0,0,0,0
livF,b3454,P22731,0.000234554,0.000227471,0.000219893,0.000207865,0.000220543,0.000216756,0.000210242
livG,b3455,P0A9S7,0.000157916,0.000160443,0.000161162,0.000178367,0.000172874,0.000171809,0.000168259
livH,b3457,P0AEX7,0.000167482,0.000205418,0.000185153,0.000154361,0.000126832,0.000191848,0.000148678
livJ,b3460,P0AD96,0.006375624,0.006491192,0.00663788,0.005967522,0.006300368,0.006103141,0.006305919
livK,b3458,P04816,0.001129209,0.001120162,0.001126669,0.001063099,0.001161457,0.001129745,0.001158623
livM,b3456,P22729,0.000212478,5.97646E-05,6.41241E-05,0.000221205,0.000222692,0.000212535,0.000240254
lldD,b3605,P33232,8.87846E-05,9.71886E-05,8.4001E-05,9.98009E-05,0.000105281,0.000102586,0.000104764
lldP,b3603,P33231,0,0,0,0,0,0,0
lldR,b3604,P0ACL7,0,0,0,0,0,0,0
lnt,b0657,P23930,5.14086E-05,5.40569E-05,5.34872E-05,5.10002E-05,5.63205E-05,4.92968E-05,5.1719E-05
loiP,b2936,P25894,8.50937E-05,9.25438E-05,9.21924E-05,9.28445E-05,9.24982E-05,8.49358E-05,8.60089E-05
lolA,b0891,P61316,0.000124231,0.000124096,0.000130445,0.000115128,0.000122127,0.000111012,0.00011129
lolB,b1209,P61320,0.000131223,0.000131746,0.000136348,0.000130827,0.00013115,0.00013151,0.000130272
lolC,b1116,P0ADC3,4.08737E-05,3.99412E-05,4.08324E-05,4.85866E-05,4.92522E-05,4.10881E-05,4.53381E-05
lolD,b1117,P75957,6.23858E-05,6.38282E-05,6.09477E-05,5.87831E-05,6.24681E-05,6.04229E-05,6.33006E-05
lolE,b1118,P75958,4.26571E-05,4.21633E-05,4.13453E-05,3.96875E-05,3.53413E-05,4.17496E-05,4.03611E-05
lomR_1,b1369,P77184,0,0,0,0,0,0,0
