,id,conc,z_log_c
225,co2_p,0.1523250589850073,-0.04303364459219537
226,tdec2eACP_c,0.23898738864479688,0.00967778690118016
227,sl2a6o_c,0.03832626266131362,-0.9040335937192784
228,eig3p_c,0.2343976341847513,-3.0105264041922764e-06
229,acg5sa_c,0.23439966862586872,1.3224128903310817e-06
230,hcys__L_c,0.23439823811386556,-1.7242782285598057e-06
231,phpyr_c,0.23440038329526,2.8445021282019756e-06
232,succ_p,0.23441206791408575,5.5459044493585356e-06
233,icit_c,0.008242000393934232,0.037589863849564614
234,ddcaACP_c,0.2343990498189261,4.4859193512603035e-09
235,pi_e,55.69999322680261,-1.2160139644216972e-06
236,cyst__L_c,0.2343985765411046,-1.0034973733641372e-06
237,gmp_c,0.1731448869017672,1.4602658092151364e-06
238,succ_c,1.1838938563546606,-0.00703522885687493
239,26dap_LL_c,0.2343992115007499,3.488340988289096e-07
240,3c4mop_c,0.07454906389162953,-0.571891019442227
241,acg5p_c,0.008033520057442756,-1.6840722218600233
242,prbatp_c,0.23439940884869548,7.691432723777591e-07
243,trdox_c,0.23439923392682027,3.9659687937031174e-07
244,cbp_c,0.23440367124616304,9.847057458524378e-06
245,actACP_c,0.2343991900003839,3.0304286785520773e-07
246,34hpp_c,0.23439946287409621,8.842058298874633e-07
247,hisp_c,0.23440098076176402,4.116971330521413e-06
248,4pasp_c,0.019393597600987793,-1.2440989330701975
249,gln__L_c,2.429707246966037,0.0
250,3hcpalm9eACP_c,0.23439892599061976,-2.5924241355348987e-07
251,ocACP_c,0.23439879105839753,-5.466199181763942e-07
252,fum_c,0.5413442404035809,-0.07657359653412898
253,glc__D_e,0.23898628574567263,0.0019350966099851413
254,so4_c,0.22407848624113402,-0.022479219160902494
255,2pg_c,0.23439921190943397,3.497045090034012e-07
256,3php_c,0.00981112139943931,-1.5842811064228841
257,for_e,0.23390124209027024,-0.00021226975288744787
258,h2s_c,0.23440440776283736,1.1415649764069669e-05
259,dtdp_c,0.23439851039322515,-1.144378756028075e-06
260,ACP_c,0.2622771558334657,0.056100823385086145
261,tyr__L_c,0.08365899321871802,-1.7237672611022242e-05
262,acald_p,0.07818111445788863,-0.10962855511131361
263,s7p_c,3.596318236142444,0.0
264,pi_p,5.284916077233617,0.31107310961764056
265,3opalmACP_c,0.2343990050303851,-9.090426760557241e-08
266,argsuc_c,0.23265262986590446,-0.0037334284517184027
267,1pyr5c_c,0.2343964372537424,-5.5597597569123636e-06
268,aps_c,0.23439860604056054,-9.406696096989076e-07
