,id,v,drg0,drg,z_drg,z_drg0,sp_drg
156,TKT2,9.050411343265631,-9.868482226822788,-5.79033521098723,0.12032919414477788,0.37568342991564796,2.6571632766817447e-10
157,ATPS4rpp,97.4839822683546,-21.61275681212061,-0.2505033478091887,-0.9000110096649283,0.08307071786930453,1.00764771282885e-08
158,CO2tpp,-29.869434685619172,0.0,0.10000044901406185,0.003796661637494029,0.0,0.0033321553875853634
159,GK1,0.157894078208182,-0.09039486383838623,-2.889822347370615,-2.0028788154033417e-07,1.1577005263460269e-06,5.43568090573274e-10
160,O2tex,29.780796010886647,0.0,-0.10000001904502831,-0.3386214611416198,0.0,0.6875127563695314
161,D_LACtex,-0.0006055717402781838,0.09648855058219397,0.10000009971741558,9.613916935725246e-05,0.0,0.014952999801262157
162,GLCtex_copy1,9.98920515002416,-4.8661047571840754e-05,-0.10004174807554363,-0.002737610085507172,0.0,0.0001547591948432375
163,PItex,0.6272129867712237,0.20131625326166613,-5.871912185187732,0.31105761771147455,0.0,2.6193631360770764e-10
164,CYTBDpp,2.874883744474586,-129.24556971907305,-98.86801950210011,0.6325862555003763,0.3040612576331687,0.0
165,CYTBD2pp,0.025438448700101608,-352.26062511577385,-321.88306128958334,0.2794218142095448,-0.355116350471327,2.483012319044988e-12
166,ACALDtpp,-0.001035910733528189,-0.0011222923942852958,0.10000008640642911,0.003839257324042863,0.0,0.01727816468833408
167,ACt2rpp,-0.37997974041848903,-5.279041529494805,0.10000004985375277,0.20422309111758638,0.0,0.029875072526791648
168,METS,0.1000420899801807,-0.42842910959788094,-5.038126269612762,-0.45272257995018156,-0.11852148601991744,3.064230745010609e-10
169,PRASCSi,0.2908463092755384,-78.47664196309749,-68.9022067428061,2.2807896521286484,0.9492517482818841,2.0469236203145965e-11
170,MTHFC,0.6433624357142687,-5.2262491235714785,-0.10000001376297707,0.6860516611841847,-0.0822943625519464,0.2759613126350822
171,MTHFD,0.6433624357142687,3.4246404530863988,-0.10000008703573293,-1.3318505841769053,-0.3207615544997981,0.5259641622269919
172,FORtppi,17.070132686683905,-8.203085505435695,-8.19763495554769,0.00020693800744967555,0.0,0.0
173,PYRtex,-0.0006911812620035598,0.09647852999239603,0.10000067222303191,9.642918705452312e-05,0.0,0.002299703817196596
174,SO4tex,0.16285497749464237,0.19297084480217563,-0.6449625860332153,0.11239793370616127,0.0,2.7888913562728103e-09
175,SUCCtex,-0.0010309947141184878,0.19372789304941307,0.19388037654488452,4.174692146106535e-06,0.0,0.0
176,NH4tpp,7.024615739575251,-8.59233607499786,-8.592336074997858,0.0,0.0,0.0
177,NH4tex,7.024615739575251,-0.09791546212338176,-9.603371884390855,7.535108441630162e-07,0.0,1.5848236335475427e-10
178,GLYCtpp,0.0030765310997806976,0.002263948496761259,-0.10000174190604874,-0.0038826648021310917,0.0,0.0008458888902440083
179,CO2tex,-29.869434685619172,0.0,1.0852499928625754,-0.04303149968376321,0.0,1.5418587871904774e-09
180,GLUt2rpp,-0.0006599901727979373,-5.534822346846035,7.026688510347732,-0.0002207955654768969,0.0,2.1781990873383458e-10
181,ACGK,0.19254616477374398,21.788500170502672,-0.10000007140169132,-2.689897553376815,-1.2749980275823811,0.6520439822108755
182,GLUDy,-3.6370450493155464,31.27939384651129,5.694725501154659,-0.005126918702446637,-0.06647833466725094,2.7028346942197624e-10
183,GLCptspp,9.98920515002416,-45.76932204801404,-38.55048749669554,-0.000710668988455781,-0.11518763751546908,3.7966150424928464e-11
184,HSTPT,0.06166981716319223,9.726910636236031,-0.2683266288134723,-0.0007517383495928912,-1.2501016595892894e-05,9.031647842286071e-09
185,THDPS,0.24146970599832163,21.829864691245152,-0.10000000840628687,-2.2982466249314055,-0.8944770134154973,0.3500266012454513
186,ATPM,8.894214120922982,-32.32041068522776,-53.682664149539185,0.9000110096649282,-0.08307071786930467,0.0
187,THRD_L,0.1891202084760611,-23.423498762930464,-44.977767749343705,0.028028247516183852,0.06653119799017981,3.229316622882378e-11
188,ETOHtex,-0.0009925778197202783,-1.8915040385536486e-05,0.10000319025191043,0.002738404547358875,0.0,0.0005714381183949623
189,RNDR2,0.008233589158248846,-39.0578295055476,-39.96763479764478,0.08934872755535421,0.27782066401647065,3.6559869048690994e-11
190,DHFR,0.017032789755875022,-17.142056676821056,-27.716665125710694,-0.7128045898178457,-0.36248769303415124,5.3500913257832765e-11
191,PRAIi,0.03700202048816035,-10.569050480573276,-10.569064678920446,-0.10564953429244484,-0.5820865310990144,1.4372077584007e-10
192,TYRTA,-0.08976357013590698,-0.039501625355195746,12.61258683341632,0.0010642498518214083,1.228548606679869e-06,1.1999446913085783e-10
193,SHKK,0.24736406934157046,-28.035140610058832,-32.52546974710196,0.00032398316531978555,0.0008958610848701087,4.532673074994581e-11
194,GLUSy,1.962297360081634,-45.640323747857906,-35.073069077817784,0.10936146560720356,0.1187850482660982,4.1906262820161295e-11
195,OMCDC,0.2932737063939513,-10.83105503533353,-30.442668270011552,0.22174043993513115,0.06032328669833256,4.8549486906867215e-11
196,PDH,0.9626236373600058,-34.44075379945663,-40.4291003505398,1.0293924690443892,-0.004801162171712517,3.612261122816139e-11
197,MTHFR2,0.1000420899801807,-37.91160360120265,-32.82684263129646,-0.7673855005684251,-0.08187585097512759,4.4894416120963697e-11
198,DUTPDP,0.017032789755875022,-47.44357079002314,-69.01714246283674,0.09283223065261734,0.34559129207560746,2.0432212563344226e-11
199,FORt2pp,14.472766854235042,-5.280206368901418,-5.285656918789423,-0.00020693800744967555,0.0,1.0597542726231263e-10
200,GLNS,6.67328158191132,-17.959478027444614,-24.304319424950318,0.6215976259854012,-0.13597334672759065,6.126946417568968e-11
201,ACGS,0.19254616477374398,-26.92643840574691,-41.67595471727144,-0.1333921900340143,0.26775027312848904,3.4989788266553143e-11
202,SUCOAS,-0.002381152778855668,-1.2863030708636516,7.319647535806299,1.9498843987696826,0.2876439002581233,2.0910413839132667e-10
203,HISTP,0.06166981716319223,-22.98663404939814,-39.85859541895351,0.5105855050922337,0.008956650224334256,3.6664741121148474e-11
204,LDH_D,-0.0006055717402781838,17.68178408113377,10.66330170137935,-0.07711279969930826,8.128998715893447e-07,1.424244450161037e-10
205,KAS15,0.23166050178734246,20.10320384661953,-13.054086900116829,-1.0126419311226051,-0.17050742428439736,1.1585212338431866e-10
206,T2DECAI,0.09792129088881633,-1.3387607395998202e-06,-0.10000049451000932,-0.013688881174596738,0.0,0.0037479198936074105
207,3OAS161,0.09792129088881633,12.029973292773887,-9.956161889833389,-0.04310192351126982,-0.02649016989649744,1.52755915273987e-10
