,0
pyr_p,124.07592916017084
dttp_c,618.6156173780512
o2_c,0.0
lys__L_c,703.3109327755619
tdec2eACP_c,1876.9117534413026
aspsa_c,328.01542254749984
akg_e,163.72522925003176
asp__L_c,280.63736093333364
cbasp_c,279.00732462274357
thf_c,982.8525322514192
phpyr_c,327.92820983013786
accoa_c,1584.3249317507175
hdeACP_c,2440.187805637998
succ_p,163.93598515170456
nh4_p,165.9188540744662
3hoctACP_c,1783.035240874151
tyr__L_c,515.9299453048
indole_c,328.57846455631824
xu5p__D_c,419.81064118463473
6pgc_c,463.3240092853363
acg5sa_c,468.73468550883143
3ocpalm9eACP_c,2346.2940379011166
hexACP_c,1595.2674403553299
imp_c,513.6250336271726
co2_e,0.0
dhap_c,231.9973124767932
h2s_c,46.28956511696694
skm_c,421.8054444162355
atp_c,588.4561866017949
xylu__D_c,469.39734535575195
3pg_c,181.5406743334668
glx_c,46.286984799727804
prbatp_c,910.9170857020855
10fthf_c,982.9806989310117
fru_e,499.18405449539205
adp_c,597.419961404865
ser__L_c,327.95706606134996
lac__D_e,207.3152745918775
34hpp_c,327.61043070116745
argsuc_c,796.4880195366349
ctp_c,589.2009204998408
arg__L_c,703.1815008086354
rib__D_c,469.3941955579455
glcn_p,457.57134400433455
pi_c,43.538988390286136
5caiz_c,510.4697918212642
orot5p_c,453.8821563275056
nh4_c,186.65592580621674
26dap_LL_c,656.7916322519222
g3p_c,232.06534386735018
trdox_c,795.1273572528369
3ig3p_c,560.6494795828488
etoh_e,249.5920619013616
q8h2_c,3567.387454755263
lac__D_p,207.6120215543923
glyc3p_c,325.83159441908174
5aizc_c,550.2300892122777
sl26da_c,747.7076003091537
3hcpalm9eACP_c,2440.192169986787
e4p_c,325.9408175435117
acser_c,421.3020821494825
toct2eACP_c,1689.1526308376926
butACP_c,1407.5105467765247
ump_c,506.76743934297406
aicar_c,599.7995438979842
air_c,605.2574634939392
mal__L_c,185.13308907396603
nad_c,1219.6265468761262
chor_c,372.8622016777443
thex2eACP_c,1501.3901050597053
actp_c,138.1240431566513
actACP_c,1313.6260114864072
3odecACP_c,1876.8962313920904
26dap__M_c,656.7933046890969
t3c9palmeACP_c,2346.3095599503285
3hoctaACP_c,2721.830853892202
pro__L_c,422.4531783128661
glyc_p,333.26417777549307
mqn8_c,3379.6642068649876
citr__L_c,609.8646583147524
cyst__L_c,656.550349295719
dadp_c,597.2333913897711
met__L_c,516.1461438084117
pep_c,87.06178829949643
ac_e,124.13018286038766
gthrd_c,750.0014000083199
tdeACP_c,2252.4273085875384
hom__L_c,422.06694483704655
etoh_c,281.63868390541563
dgdp_c,597.4546696503597
3ocvac11eACP_c,2534.0531605047277
gln__L_p,416.55557710777816
mal__L_p,163.99754886300343
dudp_c,540.6011455046005
dutp_c,527.7815899984317
eig3p_c,419.806457151321
trp__L_c,563.015490526838
so3_c,38.89467725760271
5mthf_c,1076.7701433186626
2ahbut_c,421.80695827512994
cys__L_c,328.0769640770032
pyr_e,123.89788971586688
ocdcaACP_c,2721.8264895434145
gmp_c,560.4891428428998
3hcmrs7eACP_c,2252.4318670869816
3haACP_c,1407.5158174563228
fru_p,499.8962000366783
3oddecACP_c,2064.655353995701
gly_c,234.28183122644955
2dda7p_c,463.2228293756406
malACP_c,1170.8803538499035
rib__D_p,416.579760361924
3hdecACP_c,1970.7943634777614
aps_c,560.6749297202574
xyl__D_p,416.5801781835191
6pgl_c,419.81885930569973
acald_e,166.39470793424104
23dhdp_c,232.09796117358
thdp_c,325.9774909942502
malcoa_c,1528.8633657716105
gtp_c,588.9063582162952
t3c11vaceACP_c,2534.0686825539397
3dhsk_c,327.92425306292745
t3c7mrseACP_c,2158.54978536749
so4_p,-2.6008698875392082
alac__S_c,327.927685139964
3ocmrs7eACP_c,2158.545423420884
t3c5ddeceACP_c,1970.7919525507864
acACP_c,1219.755454005952
myrsACP_c,2346.3082443361927
dcamp_c,639.6160570646413
hcys__L_c,422.2212761561519
dgtp_c,587.9815320616656
2ippm_c,372.9108479976549
but2eACP_c,1313.6330686168674
h2o_c,93.87956130180518
etoh_p,249.9481354791844
dcdp_c,598.5705722691664
imacp_c,324.1578664838253
3mop_c,421.80775064167096
suchms_c,562.2906028274899
xyl__D_c,469.3974369141009
succ_c,185.09197138302721
3c2hmp_c,466.79393065846483
rib__D_e,415.98631499267606
